RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Postcode areas (PC6) form a near-complete spatial partition of the study area, acting as statistical or administrative units for address referencing; therefore, they are classified as VectorTessellation for geometry and LatticeDS for entity.",,0.9,debug_manual_gemini
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset represents a connected infrastructure network of streets and transport routes categorized by transport mode (tram, bus, car, bike), which fits the definition of a NetworkDS.",,1.0,debug_manual_gemini
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The layer contains polygons representing specific areas like squares ('Plein') and parks ('Park'). With low adjacency and a low convex hull fill ratio, these are treated as discrete, bounded patches of a phenomenon rather than a full-area partition or reporting units.",,0.9,debug_manual_gemini
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents discrete real-world locations (masts) as points, which are identifiable objects. The attributes confirm these are facility-related locations.",,1.0,debug_manual_gemini
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,PointDS,ObjectDS,"The layer contains point locations for research projects and risk analysis studies. Since these are discrete, identified administrative objects (research sites or activities) and not measurements or amounts, ObjectDS is the appropriate classification.",,0.9,debug_manual_gemini
74,Privacy - Wagenparkscan,Privacy - Car fleet scan,https://maps.amsterdam.nl/open_geodata/?k=305,https://maps.amsterdam.nl/privacy,PRIVACY_WAGENPARKSCAN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents specific locations (facilities or monitoring points) for a 'car fleet scan', which are discrete real-world objects. The geometry is points, and they are not measurements or temporal events, fitting the ObjectDS entity class.",,1.0,debug_manual_gemini
75,Verkiezingen Provinciale Staten 2019,Elections Provinces 2019,https://maps.amsterdam.nl/open_geodata/?k=280,https://maps.amsterdam.nl/provincialestaten2019,PS19,PointDS,EventDS,PointDS,ObjectDS,"The layer maps election results to specific polling stations (Stemlocatie). Each point represents a physical facility or location where voting occurred, which is a discrete, real-world object. The numeric election data are attributes of these objects.",,0.9,debug_manual_gemini
76,Rainproof - Hoog grondwater,Rainproof - High groundwater,https://maps.amsterdam.nl/open_geodata/?k=290,https://maps.amsterdam.nl/rainproof,RAINPROOF_DRAINAGE,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The layer represents selected areas ('patches') where high groundwater drainage conditions apply, as confirmed by topology hints indicating isolated polygons rather than a complete administrative tessellation.",,0.9,debug_manual_gemini
77,Rainproof - Hydro-eenheden,Rainproof - Hydro units,https://maps.amsterdam.nl/open_geodata/?k=289,https://maps.amsterdam.nl/rainproof,RAINPROOF_HYDRO_EENHEDEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"The layer represents 'Hydro units' which function as specific areas or zones for flood management projects ('Rainproof'). These are isolated patches rather than an exhaustive administrative partition or reporting grid, so they are classified as PlainVectorRegion and PatchDS.",,0.9,debug_manual_gemini
78,Rainproof - Knelpunten,Rainproof - Bottlenecks,https://maps.amsterdam.nl/open_geodata/?k=288,https://maps.amsterdam.nl/rainproof,RAINPROOF_KNELPUNTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"The polygons represent discrete, identified locations of water-related bottlenecks (knelpunten). They are isolated patches rather than a full-area partition (indicated by low shared_boundary_ratio and low convex_hull_fill_ratio), fitting the criteria for PatchDS.",,0.95,debug_manual_gemini
79,Rainproof - Polderriool,Rainproof - Polder sewerage,https://maps.amsterdam.nl/open_geodata/?k=291,https://maps.amsterdam.nl/rainproof,RAINPROOF_POLDERRIOOL,PlainVectorRegion,PatchDS,PlainVectorRegion,ObjectDS,"The layer contains distinct, named polder sewerage locations (sites) represented as polygons. Given the low number of polygons, low shared boundary ratio, and the nature of these as discrete infrastructure sites rather than an exhaustive land-use partition, they are classified as ObjectDS under PlainVectorRegion geometry.",,0.9,debug_manual_gemini
80,Religie,Religion,https://maps.amsterdam.nl/open_geodata/?k=314,https://maps.amsterdam.nl/religie,RELIGIE,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps specific, named religious buildings and locations as points. These are clearly identifiable real-world facilities, fitting the ObjectDS classification.",,1.0,debug_manual_gemini
81,Voetpaden breedte,Sidewalks width,https://maps.amsterdam.nl/open_geodata/?k=299,https://maps.amsterdam.nl/sidewalks,SIDEWALKS,LineDS,NetworkDS,LineDS,NetworkDS,"The layer consists of sidewalk segments representing infrastructure. Although it contains numeric attributes like comfort level and obstacle counts, these are attributes of the sidewalk segments within the pedestrian network rather than the primary mapped phenomenon (which is the network itself). It adheres to the NetworkDS rule for connected infrastructure systems.",,0.9,debug_manual_gemini
82,Snorfiets naar de rijbaan,Mopeds on the roadway,https://maps.amsterdam.nl/open_geodata/?k=265,https://maps.amsterdam.nl/snorfietsnaarrijbaan,SNORFIETSLIJNEN,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset maps road segments (moped lanes/routes) within the city's transport infrastructure. As it represents connected linear infrastructure, it is classified as a NetworkDS.",,0.9,debug_manual_gemini
83,Openbare Sportplekken,Public playgrounds,https://maps.amsterdam.nl/open_geodata/?k=56,https://maps.amsterdam.nl/sport,SPORT_OPENBAAR,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps distinct public sports facilities, which are clearly discrete real-world objects. The numeric 'Oppervlak' (area) is an attribute of these objects, not the primary phenomenon.",,1.0,debug_manual_gemini
84,Stadslandbouw (locaties),City farming (locations),https://maps.amsterdam.nl/open_geodata/?k=62,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_PUNT,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents discrete real-world urban farming locations as points, which qualifies as ObjectDS.",,1.0,debug_manual_gemini
85,Stadslandbouw (terreinen),City farming (terrains),https://maps.amsterdam.nl/open_geodata/?k=76,https://maps.amsterdam.nl/stadslandbouw,STADSLANDBOUW_VLAK,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents discrete real-world sites such as garden parks and allotments (City farming terrains). The low shared boundary ratio and low convex hull fill ratio confirm these are isolated polygons rather than a tessellation, making them ObjectDS.",,1.0,debug_manual_gemini
86,Stadsloods,City pilot,https://maps.amsterdam.nl/open_geodata/?k=66,https://maps.amsterdam.nl/stadsloods,STADSLOODS,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world initiatives or facilities as point locations. While numeric 'Year' data exists, these are attributes of the initiatives, not an amount-based mapping.",,1.0,debug_manual_gemini
87,Stadsstraten,Major streets,https://maps.amsterdam.nl/open_geodata/?k=275,https://maps.amsterdam.nl/stadsstraat,STADSSTRAAT,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset represents a network of major streets (Stadsstraten) as linear features, which fits the NetworkDS classification.",,0.95,debug_manual_gemini
88,Stadswarmtekoude - transport,District heating cooling - transport,https://maps.amsterdam.nl/open_geodata/?k=224,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_TRANSPORT,LineDS,NetworkDS,LineDS,NetworkDS,"The layer represents district heating and cooling transport lines, which are part of a connected utility infrastructure network.",,1.0,debug_manual_gemini
89,Stadswarmtekoude - wijk,District heating cooling - neighbourhood,https://maps.amsterdam.nl/open_geodata/?k=301,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_WIJK,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The layer displays discrete bounded zones of district heating/cooling infrastructure. Topology suggests isolated polygons rather than a partition (low shared_boundary_ratio, low convex_hull_fill_ratio). The polygons are not reporting units or a full-area coverage, but rather marked zones of a specific service, making them PatchDS.",,0.9,debug_manual_gemini
90,Woningbouwplannen - Strategische ruimte en Verkenning,Housing plans - Strategic space,https://maps.amsterdam.nl/open_geodata/?k=226,https://maps.amsterdam.nl/woningbouwplannen,STRATEGISCHERUIMTE,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents specific, bounded housing development projects (e.g., Alfadriehoek, Amstel III). As these are discrete real-world projects rather than a partition of the city or a statistical grid, the geometry is PlainVectorRegion and the entity is ObjectDS. Numeric attributes like dwelling counts are properties of these projects.",,0.95,debug_manual_gemini
91,Streekproducten,Local farming products,https://maps.amsterdam.nl/open_geodata/?k=58,https://maps.amsterdam.nl/streekproducten,STREEKPRODUCTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps specific locations of farms, shops, and food facilities (real-world objects). Each point represents a distinct business entity, and numeric attributes are descriptors of those objects rather than the primary phenomenon.",,1.0,debug_manual_gemini
92,Tram- en metrolijnen 2018,Tram and metro lines 2018,https://maps.amsterdam.nl/open_geodata/?k=321,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2018,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset contains tram and metro lines which form a connected transport infrastructure network. Therefore, it is classified as a NetworkDS.",,1.0,debug_manual_gemini
93,Tram- en metrolijnen 2020,Tram and metro lines 2020,https://maps.amsterdam.nl/open_geodata/?k=220,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2020,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset contains tram and metro lines, which represent a connected transport infrastructure network. Under the decision tree, transit lines are classified as a NetworkDS.",,1.0,debug_manual_gemini
94,Tramhaltes en metrostations 2018,Tram stops and metro stations 2018,https://maps.amsterdam.nl/open_geodata/?k=322,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2018,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world transit facilities (tram and metro stops) as point features. These are identifiable assets/objects, not amounts or samples, so ObjectDS is the correct entity classification.",,1.0,debug_manual_gemini
95,Tramhaltes en metrostations 2020,Tram stops and metro stations 2020,https://maps.amsterdam.nl/open_geodata/?k=221,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2020,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world transit facilities (tram stops and metro stations) mapped as points, which classify as ObjectDS.",,1.0,debug_manual_gemini
96,Verkeerslichten,Traffic lights,https://maps.amsterdam.nl/open_geodata/?k=61,https://maps.amsterdam.nl/verkeerslichten,VERKEERSLICHTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents individual traffic light locations, which are discrete real-world assets. The points function as markers for these objects, therefore qualifying as ObjectDS.",,1.0,debug_manual_gemini
97,Verkeersprognoses,Traffic prognosis,https://maps.amsterdam.nl/open_geodata/?k=253,https://maps.amsterdam.nl/verkeersprognoses,VERKEERSPROGNOSE,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset represents a traffic network consisting of linear segments (links) with associated traffic prognosis attributes, which are correctly classified as a network infrastructure.",,1.0,debug_manual_gemini
98,Verkiezingen Tweede Kamer 2017,Elections Parliament 2017,https://maps.amsterdam.nl/open_geodata/?k=217,https://maps.amsterdam.nl/verkiezingen2017,VERKIEZINGEN2017,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual polling stations as discrete points, each containing detailed election results as attributes. Following the priority entity checks, these are identifiable facilities/locations mapped with associated data, thus classifying them as ObjectDS.",,0.95,debug_manual_gemini
99,Vervangen bomen,Tree replacement,https://maps.amsterdam.nl/open_geodata/?k=296,https://maps.amsterdam.nl/vervangen_bomen,VERVANGENBOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual trees at specific locations, which are distinct real-world objects. Point features are used, and the attributes (species, planting year, size classes) describe these specific objects.",,1.0,debug_manual_gemini
100,Verkeersinformatiesystemen,Traffic Information Systems,https://maps.amsterdam.nl/open_geodata/?k=182,https://maps.amsterdam.nl/vis,VIS,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps discrete traffic information system infrastructure components like cameras and displays as points, which are best classified as ObjectDS.",,1.0,debug_manual_gemini
101,Verkeersinformatiesystemen - BFA,Traffic Information Systems - BFA,https://maps.amsterdam.nl/open_geodata/?k=266,https://maps.amsterdam.nl/vis,VIS_BFA,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world traffic information facilities (pollers, barriers, etc.) as point locations, making it an ObjectDS.",,1.0,debug_manual_gemini
102,Broedende vogels,Breeding birds,https://maps.amsterdam.nl/open_geodata/?k=87,https://maps.amsterdam.nl/vogels,VOGELS,PointDS,ObjectDS,PointDS,ObjectDS,"The points represent specific nest locations or bird sightings (real-world objects). While they contain numeric attributes about bird counts, these are secondary attributes rather than the primary phenomenon (which is the object itself), so they are classified as ObjectDS.",,0.9,debug_manual_gemini
103,Vondelpark zitbanken,Vondelpark benches,https://maps.amsterdam.nl/open_geodata/?k=248,https://maps.amsterdam.nl/vondelpark_zitbanken,VONDELPARK_ZITBANKEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents specific, individual street furniture (benches) in Vondelpark, each with its own attributes like type and adoption status. As these are discrete real-world objects represented by points, ObjectDS is the appropriate entity.",,1.0,debug_manual_gemini
104,Walkability,Walkability,https://maps.amsterdam.nl/open_geodata/?k=298,https://maps.amsterdam.nl/walkability,WALKABILITY,LineDS,NetworkDS;ObjectDS,LineDS,NetworkDS,"The dataset represents segments of a street network (Straatvaknummer) with attributes describing walkability and crowd density. As it is a connected linear system, it is classified as a NetworkDS.",,0.95,debug_manual_gemini
105,Wandkunst,Wall art,https://maps.amsterdam.nl/open_geodata/?k=272,https://maps.amsterdam.nl/wandkunst,WANDKUNST,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents discrete real-world objects (wall art/monumental artworks) at specific locations, mapped as points. These are identifiable assets and not a network, a measurement, or a summary statistic layer.",,1.0,debug_manual_gemini
106,Welstandniveaus bebouwing,Wealth levels building,https://maps.amsterdam.nl/open_geodata/?k=173,https://maps.amsterdam.nl/welstand,WELSTAND_NIVEAUS,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The dataset partitions the study area into zones representing different architectural wealth levels (Welstandniveaus). The high shared boundary ratio and categorical coverage of the area confirm it is a VectorTessellation providing an exhaustive thematic classification, fitting the CoverageDS entity.",,0.95,debug_manual_gemini
107,Welstandsystemen bebouwing,Wealth systems building,https://maps.amsterdam.nl/open_geodata/?k=174,https://maps.amsterdam.nl/welstand,WELSTAND_SYSTEMEN,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The dataset represents a spatial classification of Amsterdam into building wealth systems, covering the area with non-overlapping, partitioned polygons that form a complete tessellation, fitting the criteria for a thematic coverage map.",,0.95,debug_manual_gemini
108,Amsterdam onder vuur in WOII,Amsterdam under attack in WWII,https://maps.amsterdam.nl/open_geodata/?k=100,https://maps.amsterdam.nl/woii,WOII,PointDS,EventDS,PointDS,EventDS,"The dataset represents specific historical military incidents (bombs, plane crashes, attacks) that occurred at point locations in Amsterdam during WWII, making it an EventDS.",,1.0,debug_manual_gemini
109,Woningbouwplannen,Housing plans,https://maps.amsterdam.nl/open_geodata/?k=142,https://maps.amsterdam.nl/woningbouwplannen,WONINGBOUWPLANNEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset maps individual housing project sites, which are distinct, real-world managed objects. Despite having numeric attributes related to housing counts, the primary phenomenon is the spatial identification of these specific development projects rather than an exhaustive lattice or pure statistical amount map.",,0.9,debug_manual_gemini
110,Zelfbouwkavels,Do-it-yourself plots,https://maps.amsterdam.nl/open_geodata/?k=60,https://maps.amsterdam.nl/zelfbouwkavels,ZELFBOUWKAVELS,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual 'do-it-yourself' housing plot projects as distinct point locations, which qualifies them as real-world objects.",,1.0,debug_manual_gemini
111,Zonnepanelen op erfgoed,Solar panels on heritage,https://maps.amsterdam.nl/open_geodata/?k=320,https://maps.amsterdam.nl/zonnedaken_erfgoed,ZONNEDAKEN_ERFGOED,PlainVectorRegion,ObjectDS,PlainVectorRegion,CoverageDS,"The dataset represents a thematic classification of heritage buildings based on their suitability or status for solar panels. Although the topology hints suggest a mixed interpretation, the feature count and categorical nature indicate it is a thematic coverage of buildings rather than a complete administrative tessellation or discrete individual objects.",,0.8,debug_manual_gemini
112,Zonnepanelen,Solar panels,https://maps.amsterdam.nl/open_geodata/?k=251,https://maps.amsterdam.nl/zonnepanelen,ZONNEPANELEN2017,PointDS,AmountDS,PointDS,ObjectDS,"The dataset represents point locations of solar panel installations (objects) across the city. Although they contain numeric attributes like power and count, they represent discrete assets rather than a raw numeric magnitude layer, thus categorizing them as ObjectDS.",,0.9,debug_manual_gemini
113,Zwemwater,Swimming water,https://maps.amsterdam.nl/open_geodata/?k=218,https://maps.amsterdam.nl/zwemwater,ZWEMWATER,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps specific swimming locations as point features, which represent discrete real-world objects or facilities.",,1.0,debug_manual_gemini
