RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
89,Stadswarmtekoude - wijk,District heating cooling - neighbourhood,https://maps.amsterdam.nl/open_geodata/?k=301,https://maps.amsterdam.nl/stadswarmtekoude,STADSWARMTEKOUDE_WIJK,PlainVectorRegion,PatchDS,Stadsverwarming en -verkoeling,"De datasets/kaartlagen van de warmte/koudenetten zijn afkomstig van Vattenfall Warmte. Na bewerking door de Gemeente Amsterdam zijn ze op Maps Amsterdam gepubliceerd en ook beschikbaar via Maps Data. De meest recente en gedetailleerde datasets zijn beschikbaar via onderstaand email-adres.

De Transport-lijnen zijn sterk vereenvoudigd en verenkelvoudigd weergegeven ten behoeve van de performance van de kaart.
De vele Wijk-lijntjes zijn gebufferd tot vlakken.",https://maps.amsterdam.nl/stadswarmtekoude,PlainVectorRegion,PatchDS,"Geometry: The layer represents district heating/cooling areas which are non-tessellated buffers around infrastructure lines, confirmed by the low shared boundary ratio and sparse adjacency in the topology hints. | Entity: The polygons represent service areas for district heating and cooling. Since the metadata explicitly states these are buffered areas ('De vele Wijk-lijntjes zijn gebufferd tot vlakken') marking the extent of utility service coverage rather than the physical infrastructure assets themselves, PatchDS is the most appropriate classification.","The layer represents district heating/cooling areas which are non-tessellated buffers around infrastructure lines, confirmed by the low shared boundary ratio and sparse adjacency in the topology hints.","The polygons represent service areas for district heating and cooling. Since the metadata explicitly states these are buffered areas ('De vele Wijk-lijntjes zijn gebufferd tot vlakken') marking the extent of utility service coverage rather than the physical infrastructure assets themselves, PatchDS is the most appropriate classification.",,0.875,0.9,0.85,V3_caveman_gemini
90,Woningbouwplannen - Strategische ruimte en Verkenning,Housing plans - Strategic space,https://maps.amsterdam.nl/open_geodata/?k=226,https://maps.amsterdam.nl/woningbouwplannen,STRATEGISCHERUIMTE,PlainVectorRegion,ObjectDS,Woningbouwplannen (1-1-2026),"De aantallen vormen de planvoorraad. Dit zijn niet de aantallen die definitief worden gerealiseerd. Ervaring leert dat een deel van de planvoorraad wordt opgeschoven.


Niet alle woningbouw initiatieven doorlopen de verschillende plaberumfasen. Met name kleinere particuliere projecten worden in de regel pas toegevoegd aan de monitor zodra er een intentieovereenkomst of afsprakenbrief is getekend. Voor de visualisatie is een intentieovereenkomst `vertaald` naar Principebesluit genomen en een afsprakenbrief naar Investeringsbesluit genomen. 

De datasets en de kaart worden halfjaarlijks bijgewerkt.",https://maps.amsterdam.nl/woningbouwplannen,PlainVectorRegion,ObjectDS,"Geometry: The dataset contains polygons representing specific housing development sites. These sites are individual project areas rather than a systematic partition of the city, supported by the low shared boundary ratio and low convex hull fill ratio. | Entity: The dataset represents housing development projects, which are discrete, named, managed real-world entities (identified by 'PROJECTNAAM'). Despite the use of 'Gebiednaam' (Area name), these are specific project sites, not administrative or statistical reporting units (LatticeDS) or general phenomenon patches.","The dataset contains polygons representing specific housing development sites. These sites are individual project areas rather than a systematic partition of the city, supported by the low shared boundary ratio and low convex hull fill ratio.","The dataset represents housing development projects, which are discrete, named, managed real-world entities (identified by 'PROJECTNAAM'). Despite the use of 'Gebiednaam' (Area name), these are specific project sites, not administrative or statistical reporting units (LatticeDS) or general phenomenon patches.",,0.925,0.95,0.9,V3_caveman_gemini
91,Streekproducten,Local farming products,https://maps.amsterdam.nl/open_geodata/?k=58,https://maps.amsterdam.nl/streekproducten,STREEKPRODUCTEN,PointDS,ObjectDS,Voedselinitiatieven,"Met de Voedselstrategie zet Amsterdam de komende jaren in op een gezond, eerlijk, duurzaam en betaalbaar lokaal voedselsysteem, waarbij alle Amsterdammers voordeel hebben van de verandering. Dit wordt samen gedaan met initiatiefnemers, (kennis)instituten, overheden, boeren en bedrijven. Op deze kaart zijn sociale voedselinitiatieven en stadslandbouw initiatieven vermeld.

Zie voor meer informatie: Volg het beleid: Voedselstrategie Amsterdam.


Voedselinitiatieven

De voedselinitiatieven zijn opgedeeld in verschillende categorieën:


Voedseluitgifte: verspreiden van voedselpakketten

Maaltijduitgifte: verspreiden van gratis maaltijden

Sociaal restaurant: serveren maaltijden tegen geen of geringe betaling (max € 5,-)

Voedselhub: verzamelt geredde overschotten en levert die aan de andere initiatieven

Voedselverbindingsplek: waar uitgifte, sociaal restaurant en stadslandbouw samenkomen
Zie voor compost-initiatieven deze kaart: Compost maken met de buurt.


Stadslandbouw

Stadslandbouw is het telen, oogsten, bewerken en afzetten van voedsel in of in de nabijheid van de stad. Voedselproductie staat centraal, als onderneming, als burgerinitiatief of als hobby, maar is nooit het enige doel van de activiteit: educatie, zorg, participatie, recreatie kunnen daar ook bij horen. Het is een wereldwijde trend in de grote steden. Ook in Amsterdam groeit de vraag naar ruimte voor stadslandbouw initiatieven. De gemeente Amsterdam stimuleert en ondersteunt bewoners en ondernemers die met stadslandbouw aan de slag willen gaan. U kunt aan de opbouw van deze kaart meewerken. Kent u locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op met de onderstaande inhoudelijk contactpersoon.

U kunt aan de opbouw van deze kaart meewerken. Kent u voedselinitiatieven of locaties met stadslandbouw die niet op de kaart staan, heeft u aanvullende informatie of correcties? Neem dan contact op via onderstaand e-mailadres",https://maps.amsterdam.nl/voedselinitiatieven,PointDS,ObjectDS,"Geometry: The dataset contains points representing specific social food initiatives and urban farming locations, as indicated by the 'Point' geometry type count and the map description. | Entity: The dataset maps individual, identifiable real-world business locations and agricultural initiatives (farms, shops, restaurants). Each point represents a distinct facility or asset, making ObjectDS the correct classification.","The dataset contains points representing specific social food initiatives and urban farming locations, as indicated by the 'Point' geometry type count and the map description.","The dataset maps individual, identifiable real-world business locations and agricultural initiatives (farms, shops, restaurants). Each point represents a distinct facility or asset, making ObjectDS the correct classification.",,1.0,1.0,1.0,V3_caveman_gemini
92,Tram- en metrolijnen 2018,Tram and metro lines 2018,https://maps.amsterdam.nl/open_geodata/?k=321,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2018,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"Geometry: The dataset represents a network of tram and metro lines, which are linear features as confirmed by the LineString geometry type count and the metadata description. | Entity: The dataset represents a tram and metro transport network. According to the entity decision tree, maps of connected route or infrastructure systems are classified as NetworkDS.","The dataset represents a network of tram and metro lines, which are linear features as confirmed by the LineString geometry type count and the metadata description.","The dataset represents a tram and metro transport network. According to the entity decision tree, maps of connected route or infrastructure systems are classified as NetworkDS.",,1.0,1.0,1.0,V3_caveman_gemini
93,Tram- en metrolijnen 2020,Tram and metro lines 2020,https://maps.amsterdam.nl/open_geodata/?k=220,https://maps.amsterdam.nl/trammetro,TRAMMETRO_LIJNEN_2020,LineDS,NetworkDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,LineDS,NetworkDS,"Geometry: The dataset represents tram and metro lines, which are linear features as confirmed by the LineString geometry type count and the MapDescription. | Entity: The dataset represents a tram and metro network. As it is a connected linear infrastructure and transport system, NetworkDS is the most appropriate classification.","The dataset represents tram and metro lines, which are linear features as confirmed by the LineString geometry type count and the MapDescription.","The dataset represents a tram and metro network. As it is a connected linear infrastructure and transport system, NetworkDS is the most appropriate classification.",,1.0,1.0,1.0,V3_caveman_gemini
94,Tramhaltes en metrostations 2018,Tram stops and metro stations 2018,https://maps.amsterdam.nl/open_geodata/?k=322,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2018,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"Geometry: The dataset represents individual tram stops and metro stations as points. The geometry_type_counts confirmed 241 points, and the metadata clearly describes them as discrete station locations. | Entity: The dataset maps tram stops and metro stations, which are discrete, identifiable, real-world facilities (objects). Although they are part of a larger network, these specific features are the physical locations (points) of the infrastructure assets themselves.","The dataset represents individual tram stops and metro stations as points. The geometry_type_counts confirmed 241 points, and the metadata clearly describes them as discrete station locations.","The dataset maps tram stops and metro stations, which are discrete, identifiable, real-world facilities (objects). Although they are part of a larger network, these specific features are the physical locations (points) of the infrastructure assets themselves.",,1.0,1.0,1.0,V3_caveman_gemini
95,Tramhaltes en metrostations 2020,Tram stops and metro stations 2020,https://maps.amsterdam.nl/open_geodata/?k=221,https://maps.amsterdam.nl/trammetro,TRAMMETRO_PUNTEN_2020,PointDS,ObjectDS,Tram- en metronet 2026,"Deze kaart visualiseert het netwerk van stations, haltes en lijnen van metro en tram in Amsterdam. Update 30 maart 2026.
Op de kaart zijn de afzonderlijke haltes binnen een korte loopafstand samengevoegd tot 1 opstappunt.

Tijdelijke omleidingen zijn niet opgenomen.
Deze kaart toont dus NIET de actuele routes.
Kijk daarvoor op de website van de GVB",https://maps.amsterdam.nl/trammetro,PointDS,ObjectDS,"Geometry: The dataset represents individual tram stops and metro stations as discrete points, confirmed by the geometry_type_counts and the nature of the data (transit stops). | Entity: The dataset maps tram stops and metro stations, which are distinct, identifiable transport facilities/assets. This fits the definition of ObjectDS as the mapped features are discrete real-world objects.","The dataset represents individual tram stops and metro stations as discrete points, confirmed by the geometry_type_counts and the nature of the data (transit stops).","The dataset maps tram stops and metro stations, which are distinct, identifiable transport facilities/assets. This fits the definition of ObjectDS as the mapped features are discrete real-world objects.",,1.0,1.0,1.0,V3_caveman_gemini
96,Verkeerslichten,Traffic lights,https://maps.amsterdam.nl/open_geodata/?k=61,https://maps.amsterdam.nl/verkeerslichten,VERKEERSLICHTEN,PointDS,ObjectDS,Verkeerslichten toen en nu,"Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.`>hier >.`>Deze interactieve kaart geeft een overzicht van de groei van het aantal met verkeerslichten geregelde kruispunten die bij de gemeente Amsterdam functioneel in beheer zijn.
Met deze kaart is het mogelijk om met behulp van de tijdschuifbalk zichtbaar te maken welke kruispunten met verkeerslichten elk jaar waren uitgerust. De start ligt in 1932 als het Leidseplein als eerste wordt uitgerust met een `verkeersregeling door middel van lichtsignalen`. Door de tijd heen zijn er ook verkeerslichten verwijderd. Dit is mogelijk vanwege profielwijzigingen of een afnemende verkeersdruk.

Meer achtergrondinformatie bij deze interactieve kaart en over het boek dat Sjoerd Linders heeft geschreven over 100 jaar verkeersregelinstallaaties in Amsterdan vindt u hier >.",https://maps.amsterdam.nl/verkeerslichten,PointDS,ObjectDS,"Geometry: The dataset contains traffic light locations, which are inherently point-based features. The geometry_type_counts confirms 580 points and no other geometry types. | Entity: The map features are specific, identifiable real-world traffic light installations at intersections. They are countable, discrete assets, which fits the definition of ObjectDS. The numeric fields are merely attributes of these objects.","The dataset contains traffic light locations, which are inherently point-based features. The geometry_type_counts confirms 580 points and no other geometry types.","The map features are specific, identifiable real-world traffic light installations at intersections. They are countable, discrete assets, which fits the definition of ObjectDS. The numeric fields are merely attributes of these objects.",,1.0,1.0,1.0,V3_caveman_gemini
97,Verkeersprognoses,Traffic prognosis,https://maps.amsterdam.nl/open_geodata/?k=253,https://maps.amsterdam.nl/verkeersprognoses,VERKEERSPROGNOSE,LineDS,NetworkDS,Verkeersprognoses Amsterdam 5.0,"De gegevens op deze site bevatten sinds het publiceren van de verkeersprognoses uit VMA5 geen openbaar vervoer (bussen, trams, metro) intensiteiten meer.

Dit is recent gewijzigd: vanuit gemeente Amsterdam leveren we geen intensiteiten meer van het openbaar vervoer. We hebben contact opgenomen met het GVB en zij hebben aangegeven ook niet de informatie te kunnen verstrekken over stadsbus- en tramintensiteiten.

De volgende werkwijze is mogelijk met betrekking tot lucht- en geluidsberekeningen:


Voor bus- en tramintensiteiten bevelen we aan om uit te gaan van tramfrequenties op basis van de huidige dienstregeling.

Voor metro intensiteiten bevelen we aan om contact op te nemen met hans.smit@gvb.nl

De gegevens op deze interactieve kaart zijn gebaseerd op het Verkeersmodel Amsterdam (VMA). Het gebied beslaat de Gemeente Amsterdam. De wegen die gerapporteerd zijn, betreffen de grotere doorgaande wegen van de Gemeente Amsterdam.

De volledige GIS-bestanden zijn te downloaden op https://maps.amsterdam.nl/open_geodata/?k=253

Lees hier de Gebruikstoelichting van de data en de Uitgangspunten Verkeersmodel Amsterdam.",https://maps.amsterdam.nl/verkeersprognoses,LineDS,NetworkDS,"Geometry: The dataset contains traffic prognosis data for roads in Amsterdam, which are represented as LineStrings. These represent network links rather than polygons. | Entity: The dataset represents a traffic model consisting of connected road segments (links) across Amsterdam, which constitutes a transportation network system. Although it contains traffic intensity metrics as attributes, it remains a NetworkDS because the primary phenomenon is the infrastructure network itself.","The dataset contains traffic prognosis data for roads in Amsterdam, which are represented as LineStrings. These represent network links rather than polygons.","The dataset represents a traffic model consisting of connected road segments (links) across Amsterdam, which constitutes a transportation network system. Although it contains traffic intensity metrics as attributes, it remains a NetworkDS because the primary phenomenon is the infrastructure network itself.",,0.975,1.0,0.95,V3_caveman_gemini
98,Verkiezingen Tweede Kamer 2017,Elections Parliament 2017,https://maps.amsterdam.nl/open_geodata/?k=217,https://maps.amsterdam.nl/verkiezingen2017,VERKIEZINGEN2017,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The dataset contains voting results mapped to specific polling locations (stemlocaties), represented as points. The metadata confirms these are locations for elections. | Entity: The dataset maps individual polling locations ('Stemlocatie'), which are discrete, identifiable physical facilities. Although they contain detailed election result statistics, these are attributes of the facilities themselves rather than the primary mapped phenomenon being a mere numeric magnitude (AmountDS).","The dataset contains voting results mapped to specific polling locations (stemlocaties), represented as points. The metadata confirms these are locations for elections.","The dataset maps individual polling locations ('Stemlocatie'), which are discrete, identifiable physical facilities. Although they contain detailed election result statistics, these are attributes of the facilities themselves rather than the primary mapped phenomenon being a mere numeric magnitude (AmountDS).",,0.975,1.0,0.95,V3_caveman_gemini
99,Vervangen bomen,Tree replacement,https://maps.amsterdam.nl/open_geodata/?k=296,https://maps.amsterdam.nl/vervangen_bomen,VERVANGENBOMEN,PointDS,ObjectDS,,,,PointDS,ObjectDS,"Geometry: The dataset contains tree replacement locations identified by point coordinates (1796 points) and associated tree attributes, fitting the PointDS category perfectly. | Entity: The dataset maps individual trees (point features) with attributes describing the tree type, ID, and size, classifying each as a distinct real-world object.","The dataset contains tree replacement locations identified by point coordinates (1796 points) and associated tree attributes, fitting the PointDS category perfectly.","The dataset maps individual trees (point features) with attributes describing the tree type, ID, and size, classifying each as a distinct real-world object.",,1.0,1.0,1.0,V3_caveman_gemini
100,Verkeersinformatiesystemen,Traffic Information Systems,https://maps.amsterdam.nl/open_geodata/?k=182,https://maps.amsterdam.nl/vis,VIS,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"Geometry: The dataset contains traffic information systems represented as discrete locations (points). The geometry type count is exclusively Point, confirming these are individual objects like sensors, bollards, or traffic signals. | Entity: The map displays physical infrastructure assets (traffic information systems like cameras, bollards, and barriers) as discrete point features. Each point represents a managed real-world object.","The dataset contains traffic information systems represented as discrete locations (points). The geometry type count is exclusively Point, confirming these are individual objects like sensors, bollards, or traffic signals.","The map displays physical infrastructure assets (traffic information systems like cameras, bollards, and barriers) as discrete point features. Each point represents a managed real-world object.",,1.0,1.0,1.0,V3_caveman_gemini
101,Verkeersinformatiesystemen - BFA,Traffic Information Systems - BFA,https://maps.amsterdam.nl/open_geodata/?k=266,https://maps.amsterdam.nl/vis,VIS_BFA,PointDS,ObjectDS,Verkeersinformatiesystemen,"Op deze kaart staan nagenoeg alle verkeersinformatiesystemen van de gemeente Amsterdam ingetekend. Klikken op een object toont meer informatie over dat object.

Verkeersinformatiesystemen winnen informatie in óver het verkeer, of verstrekken informatie áán het verkeer. Ook reguleren zij verkeer met kantelwalsen, pollers, slagbomen, e.d. 

De kaart wordt automatisch gevoed door een datastroom (WFS) van het Dataplatform van de Gemeente Amsterdam.",https://maps.amsterdam.nl/vis,PointDS,ObjectDS,"Geometry: The dataset contains 119 point features representing traffic information systems, which are specific locations for devices like cameras, pollers, and barriers. | Entity: The dataset represents distinct, identifiable traffic information system installations (pollers, barriers, etc.). Each feature is a discrete managed asset/facility, which aligns with ObjectDS.","The dataset contains 119 point features representing traffic information systems, which are specific locations for devices like cameras, pollers, and barriers.","The dataset represents distinct, identifiable traffic information system installations (pollers, barriers, etc.). Each feature is a discrete managed asset/facility, which aligns with ObjectDS.",,1.0,1.0,1.0,V3_caveman_gemini
102,Broedende vogels,Breeding birds,https://maps.amsterdam.nl/open_geodata/?k=87,https://maps.amsterdam.nl/vogels,VOGELS,PointDS,ObjectDS,"Broedplaatsen van zwaluwen, mussen en spreeuwen","Algemeen

De gierzwaluw en de huismus staan op de indicatieve lijst met ‘vogels waarvan het nest het hele jaar beschermd is’. Dat betekent dat de nesten van deze vogels ook buiten het broedseizoen beschermd zijn. Gierzwaluwen en huismussen broeden in gebouwen. De nesten zijn kwetsbaar, omdat ze eenvoudig over het hoofd worden gezien. Dat laatste geldt ook voor spreeuwen, maar deze nesten zijn buiten het broedseizoen niet beschermd.


Gierzwaluwen

De gierzwaluw overwintert in Afrika en is maar kort in de stad om er te broeden. Ze broeden in kolonies en komen ieder jaar terug naar dezelfde nestplaats. 
De Gemeente Amsterdam laat al sinds 2013 onderzoek naar verblijfplaatsen van gierzwaluwen doen. In vijf jaar is heel Amsterdam (en Diemen en Amstelveen) in kaart gebracht. Stadsdeel Centrum is voor een tweede keer geïnventariseerd. 
Over de resultaten van vijf jaar onderzoek is een notitie verschenen. Zie 
Inventarisatie Gierzwaluwen.
N.B. De inventarisatie wordt zorgvuldig uitgevoerd door specialisten. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument gierzwaluw voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er gierzwaluwen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Huismussen

Huismussen zijn standvogels. Behalve een nest in een gebouw of een nestkast hebben ze groen in de omgeving nodig. Dichte struiken om in te schuilen, grassen om de zaden van te eten en insecten, die rond planten voorkomen om hun jongen te voeren.
De huismussen worden sinds 2014 in kaart gebracht. De stadsdelen Centrum, Oost en Zuid zijn inmiddels twee keer geïnventariseerd. In 2018 is het stadsdeel Zuid voor de tweede keer in kaart gebracht.

N.B. De inventarisatie wordt zorgvuldig uitgevoerd. De methode van inventariseren voldoet echter niet aan de voorwaarden van het kennisdocument huismus voor wat betreft het aantonen van afwezigheid! Dat betekent dat er om uit te sluiten dat er huismussen aanwezig zijn soms aanvullend onderzoek nodig zal zijn.


Spreeuwen

Er is geen gerichte inventarisatie van spreeuwen. De spreeuwen die we tegenkomen bij de onderzoeken naar gierzwaluwen en huismussen worden op de kaart gezet. Een systematische inventarisatie is dat dus niet. Er zijn dus veel meer broedende spreeuwen dan er op de kaart staan!


Huiszwaluw

In 2017 is er een begin gemaakt met de registratie van huiszwaluwennesten. De meeste huiszwaluwen zijn te vinden in het landelijk gebied. Ze broeden onder een overhangende rand van het dak van eengebouw. De kaart voor huiszwaluwen is nog lang niet compleet.


Boerenzwaluw

In 2017 is er een begin gemaakt met de registratie van nesten van boerenzwaluwen. De boerenzwaluw broedt in boerenschuren. Vaak staan de deuren altijd open of is er een raam stuk, waardoor ze makkelijk naar binnen kunnen vliegen. Ze broeden echter ook onder bruggen of steigers. 


Meer informatie nodig

De meeste verblijfplaatsen geobserveerd vanaf de straatkant, dus wat er achter de gevels gebeurt is maar ten dele bekend. Mocht u nog verblijfplaatsen van gierzwaluwen of huismussen missen op deze kaart of heeft u aanvullende foto’s, schroom dan niet dit te melden via gierzwaluw020@amsterdam.nl. 
Verblijfplaatsen van huismussen (en spreeuwen) kan u sturen naar huismus020@amsterdam.nl.

Uw (nieuwe) gierzwaluw- of huismusverblijfplaats wordt dan op deze kaart gezet, aangemeld bij de Nationale Databank Flora en Fauna en onder de aandacht gebracht van vergunningverleners. Op deze wijze kunnen we, gezamenlijk, deze bijzondere stadsvogel beter beschermen.",https://maps.amsterdam.nl/vogels,PointDS,ObjectDS,"Geometry: The dataset contains point locations of bird nesting sites (gierzwaluw, huismus, spreeuw), confirmed by the geometry_type_counts showing only points. | Entity: The map features represent specific nesting sites of protected birds (Gierzwaluw, Huismus, Spreeuw, Huiszwaluw). Each point indicates a distinct, countable real-world location (nesting place) associated with an address and specific bird activity. The numeric counts are attributes of these facilities, not the primary mapped phenomenon. Therefore, ObjectDS is the most appropriate classification.","The dataset contains point locations of bird nesting sites (gierzwaluw, huismus, spreeuw), confirmed by the geometry_type_counts showing only points.","The map features represent specific nesting sites of protected birds (Gierzwaluw, Huismus, Spreeuw, Huiszwaluw). Each point indicates a distinct, countable real-world location (nesting place) associated with an address and specific bird activity. The numeric counts are attributes of these facilities, not the primary mapped phenomenon. Therefore, ObjectDS is the most appropriate classification.",,0.975,1.0,0.95,V3_caveman_gemini
103,Vondelpark zitbanken,Vondelpark benches,https://maps.amsterdam.nl/open_geodata/?k=248,https://maps.amsterdam.nl/vondelpark_zitbanken,VONDELPARK_ZITBANKEN,PointDS,ObjectDS,Adoptie van zitbanken in het Vondelpark,"De zitbanken in het Vondelpark zijn in beheer bij de RVE Stadswerken. 
Op deze kaart wordt getoond of een bank al dan niet is geadopteerd door een donateur van de Stichting Hart voor het Vondelpark.
Donaties voor de banken worden geïnd door de fondsbeheerder Stichting Hart voor het Vondelpark, die de gelden beschikbaar stelt zodra een investering in het park uitgevoerd kan worden. Wilt u ook een bank adopteren kijk dan op vondelpark.com of neem contact op via info@vondelpark.com.",https://maps.amsterdam.nl/vondelpark_zitbanken,PointDS,ObjectDS,"Geometry: The dataset represents individual benches in Vondelpark as point locations, confirmed by the geometry_type_counts showing 289 points and the context of mapping specific physical objects (benches). | Entity: The map points represent discrete, countable physical objects (benches) in the Vondelpark. Each bench is a distinct asset with specific attributes like type and adoption status, fitting the ObjectDS definition.","The dataset represents individual benches in Vondelpark as point locations, confirmed by the geometry_type_counts showing 289 points and the context of mapping specific physical objects (benches).","The map points represent discrete, countable physical objects (benches) in the Vondelpark. Each bench is a distinct asset with specific attributes like type and adoption status, fitting the ObjectDS definition.",,1.0,1.0,1.0,V3_caveman_gemini
104,Walkability,Walkability,https://maps.amsterdam.nl/open_geodata/?k=298,https://maps.amsterdam.nl/walkability,WALKABILITY,LineDS,NetworkDS;ObjectDS,Voetpaden breedte,"Op deze kaart staat de informatie die is verzameld bij het inventariseren van voetpadbreedtes. Deze informatie is gebruikt bij diverse onderzoeken als input voor het voetgangersbeleid van Amsterdam. 
Let op: de breedtes op deze kaart zijn de totale breedte van het voetpad. Hierbij is dus nog geen rekening gehouden met obstakels. 
De Walkability-kaart geeft de uitkomst van het vervolgonderzoek weer. In dát onderzoek zijn zo veel mogelijk obstakels digitaal in kaart gebracht en gecombineerd met de beschikbare breedte en drukte.",https://maps.amsterdam.nl/sidewalks,LineDS,NetworkDS,"Geometry: The dataset contains LineString geometries representing footpaths and sidewalk widths. As these are linear features rather than areas or points, they classify as LineDS. | Entity: The dataset represents sidewalk segments (street sections) which are part of the pedestrian transport network. Despite the thematic walkability and crowd attributes, the base features are linear transport segments forming a network.","The dataset contains LineString geometries representing footpaths and sidewalk widths. As these are linear features rather than areas or points, they classify as LineDS.","The dataset represents sidewalk segments (street sections) which are part of the pedestrian transport network. Despite the thematic walkability and crowd attributes, the base features are linear transport segments forming a network.",,0.95,1.0,0.9,V3_caveman_gemini
