RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PlainVectorRegion,PatchDS,"The map displays delineated areas representing a specific geological feature, the 'Oergeul'. These are selected spatial patches rather than a complete partitioning of the area (not a tessellation) or a full categorical coverage. It is a bounded phenomenon area used for planning.",,0.9,Baseline_NEWDATA_gemini
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PointDS,PointMeasuresDS,"The dataset maps soil soundings (sonderingen) as point locations used to sample continuous subterranean geological data (Top_Pleistoceen elevations). Since they represent measurements of a physical property of the ground at specific sampled points, they fall under PointMeasuresDS.",,1.0,Baseline_NEWDATA_gemini
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,,,,PlainVectorRegion,ObjectDS,"The layer represents specific development neighbourhoods ('Ontwikkelbuurten') which are treated as distinct project-based objects or managed areas, rather than a partition of the whole city or a statistical lattice.",,0.9,Baseline_NEWDATA_gemini
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,Openbare toiletten,"Op deze kaart zie je de gemeentelijke toiletvoorzieningen in de openbare ruimte, in de gemeentelijke fietsenstallingen, in onze (kantoor)gebouwen en in onze parkeergarages. De toiletten in autoparkeergarages zijn alleen te bereiken met een parkeerkaart, dus niet volledig openbaar. 

De uriliften (verzinkbare toiletvoorzieningen) zijn alleen `s nachts te gebruiken. Seizoenstoiletten zijn mobiele toiletcabines en staan er alleen in de zomermaanden. 

Mis je een gemeentelijk openbaar toilet, of vind je een fout op de kaart? Geef het dan aan ons door. We werken er aan om onze data te verbeteren. 

Alle toiletten in de stad die beschikbaar zijn voor mensen met `hoge nood`, dus óók bij horeca, politiebureaus, bibliotheken en andere semiopenbare gebouwen, zijn te vinden via de speciale Hoge Nood App. Wil je onderweg een volledig overzicht van alle toiletten die in de buurt beschikbaar zijn, dan kun je gratis deze app downloaden op je smartphone. Daarin vind je óók alle toiletten van de gemeente.",https://maps.amsterdam.nl/openbare_toiletten,PointDS,ObjectDS,"The dataset represents public toilets, which are discrete real-world facilities or assets. Each point acts as an object, and the numeric attributes (like price per use) are secondary properties of these objects, not the primary phenomenon.",,1.0,Baseline_NEWDATA_gemini
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,Overnachtingsbeleid,[No description embedded on page],https://maps.amsterdam.nl/overnachtingsbeleid,VectorTessellation,CoverageDS,"The layer represents Amsterdam neighborhoods partitioned according to their hotel development policy ('Overnachtingsbeleid'). Since it provides an area-wide categorical classification (the SELECTIE status per buurt), it functions as a thematic coverage.",,0.9,Baseline_NEWDATA_gemini
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,Parkeernormen Auto,"Gebiedsindeling horende bij de Nota Parkeernormen Auto. Per gebied zijn verschillende eisen van toepassing bij nieuwbouwprojecten. 

Voor uitgebreide toelichting lees de Parkeernormen",https://maps.amsterdam.nl/parkeernormen,VectorTessellation,CoverageDS,"The dataset uses polygons to partition the city into distinct zones for parking standards (categories A, B, and C). Since these zones form a complete partition of the study area to define policy areas, it is classified as a VectorTessellation and CoverageDS.",,0.95,Baseline_NEWDATA_gemini
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,"Stadsparken, plantsoenen en recreatief groen","In Amsterdam is het parkbezoek de laatste jaren explosief gestegen. Niet alleen bezoeken meer Amsterdammers de parken, ze doen dat ook veel vaker. Bovendien is het activiteitenpatroon veranderd: naast de traditionele activiteiten als wandelen, fietsen en van de natuur genieten, zijn daar veel en verschillende activiteiten bijgekomen als sporten, joggen, picknicken, lezen, werken, horecabezoek en het bijwonen van culturele evenementen.
Het park is een wezenlijk onderdeel van het stedelijk leven van alledag geworden. Zo wezenlijk dat de helft van de nieuwe bewoners aangeeft dat de aanwezigheid van een stadspark met deze gevarieerde mogelijkheden een belangrijke reden is geweest zich op een bepaalde plek te vestigen. Dat geldt overigens ook voor bijna de helft van de startende ondernemingen in Amsterdam. ‘Succesvolle’ parken zijn een niet te veronachtzamen vestigingsmotief geworden. Deze feitelijkheden zijn gebaseerd op de twee Grote Groenonderzoeken uit 1996 en 2008.

Op de eerste mooie lente dag in april 2011 was het Vondelpark overvol. Zo vol dat de ME er aan te pas moest komen om het Vondelpark na een grote vechtpartij te ontruimen. Dit terwijl het nabijgelegen Rembrandtpark op dat moment zo goed als leeg was. 
Hoe kunnen we deze excessen voorkomen? Parken als het Rembrandtpark en het Flevopark staan op het punt om herontdekt te worden. Hoe stimuleren we die ontwikkeling en wat is daarvoor nodig? Om antwoord te krijgen op deze vragen is het belangrijk om alle gegevens van de Amsterdamse parken op orde te hebben.

De 
Atlas Stadsparken Amsterdam >
geeft een overzicht van een aantal ruimtelijke elementen, de bereikbaarheid, de ontsluiting, de voorzieningen en gegevens uit het Grote Groen Onderzoek m.b.t. het gebruik. Het is in die zin een aanvulling op het Grote Groen Onderzoek. Juist de combinatie van alle gegevens tezamen met de beleving van de gebruikers geeft inzicht in het functioneren en het succes van een park.
Deze Atlas laat de diversiteit van de parken in de stad zien. Elk park heeft z’n eigen context zowel ruimtelijk als sociaal-economisch. De beleving van de gebruikers is per doelgroep verschillend en kan per jaar veranderen door nieuwe trends in het gebruik van parken.
Het doel van de Atlas is om professionals inzicht te geven in de beschikbare gegevens van parken. Nieuwe ontwikkelingen en aanvullingen over de Amsterdamse parken zijn welkom en kunnen worden opgenomen in de Atlas. Daarvoor kunt u contact opnemen met de bronhouder.",https://maps.amsterdam.nl/stadsparken,PlainVectorRegion,ObjectDS,"The dataset represents individual city parks and green spaces as polygons, which are identifiable real-world objects. It does not partition the area as a tessellation, nor is it a thematic coverage.",,1.0,Baseline_NEWDATA_gemini
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"The dataset represents postcode4 areas which form a near-complete partition of the study area, acting as statistical/administrative units for spatial data aggregation, thus classified as VectorTessellation and LatticeDS.",,1.0,Baseline_NEWDATA_gemini
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"The dataset contains postcode 4-digit areas which function as statistical reporting units for Amsterdam. As they represent a partitioning of the area into administrative/statistical zones, this is a VectorTessellation geometry and a LatticeDS entity.",,0.9,Baseline_NEWDATA_gemini
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"Postcode areas serve as standard statistical and administrative reporting units. The polygons created by aggregating addresses based on their postal codes form a near-complete partition of the study area, identifying these as a lattice-based spatial structure.",,0.95,Baseline_NEWDATA_gemini
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,LineDS,NetworkDS,"The dataset represents a transportation infrastructure network (Plus and Main networks) consisting of interconnected lines. Following the priority checks, network-related infrastructure is classified as NetworkDS.",,1.0,Baseline_NEWDATA_gemini
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,PlainVectorRegion,ObjectDS,"The layer represents discrete areas identified as specific pedestrian infrastructure (parks and squares) within the transport network policy, functioning as named assets or facilities rather than a full-area coverage or reporting unit.",,0.9,Baseline_NEWDATA_gemini
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,Persoonsgegevensverwerking in de openbare ruimte,"Persoonsgegevensverwerkingen onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte van de gemeente Amsterdam.


Deze kaart vertelt u waar onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte persoonsgegevens verwerkt worden, en voor welk doel dit gebeurt. De Algemene Verordening Gegevensbescherming (AVG) is van toepassing op deze persoonsgegevensverwerkingen. 
Klik op een gekleurde stip op de kaart voor de privacyverklaring die bij een bepaalde camera of sensor hoort. In deze privacyverklaring staat meer gedetailleerde informatie over hoe de gemeente Amsterdam met uw persoonsgegevens omgaat. 

Als u informatie wilt over de verwerking van uw persoonsgegevens door de gemeente Amsterdam die niet in de openbare ruimte plaatsvinden, of als u wilt weten hoe u een klacht kunt indienen, klik dan hier.

N.B. De camera’s die onder verantwoordelijkheid van de burgemeester in het kader van de handhaving van de openbare orde zijn geplaatst, vallen niet onder de AVG en staan niet op deze kaart. De locaties van deze openbare-orde-camera’s treft u elders op de website van de gemeente Amsterdam aan.",https://maps.amsterdam.nl/privacy,PointDS,ObjectDS,"The dataset represents specific camera or sensor locations as points, which are identifiable real-world assets or facilities, thus classifying them as ObjectDS.",,1.0,Baseline_NEWDATA_gemini
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,Persoonsgegevensverwerking in de openbare ruimte,"Persoonsgegevensverwerkingen onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte van de gemeente Amsterdam.


Deze kaart vertelt u waar onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte persoonsgegevens verwerkt worden, en voor welk doel dit gebeurt. De Algemene Verordening Gegevensbescherming (AVG) is van toepassing op deze persoonsgegevensverwerkingen. 
Klik op een gekleurde stip op de kaart voor de privacyverklaring die bij een bepaalde camera of sensor hoort. In deze privacyverklaring staat meer gedetailleerde informatie over hoe de gemeente Amsterdam met uw persoonsgegevens omgaat. 

Als u informatie wilt over de verwerking van uw persoonsgegevens door de gemeente Amsterdam die niet in de openbare ruimte plaatsvinden, of als u wilt weten hoe u een klacht kunt indienen, klik dan hier.

N.B. De camera’s die onder verantwoordelijkheid van de burgemeester in het kader van de handhaving van de openbare orde zijn geplaatst, vallen niet onder de AVG en staan niet op deze kaart. De locaties van deze openbare-orde-camera’s treft u elders op de website van de gemeente Amsterdam aan.",https://maps.amsterdam.nl/privacy,PointDS,ObjectDS,"The dataset maps specific locations of cameras and sensors for data processing research projects. These represent distinct real-world assets/objects where privacy information is available, fitting the ObjectDS definition.",,1.0,Baseline_NEWDATA_gemini
74,Privacy - Wagenparkscan,Privacy - Car fleet scan,https://maps.amsterdam.nl/open_geodata/?k=305,https://maps.amsterdam.nl/privacy,PRIVACY_WAGENPARKSCAN,PointDS,ObjectDS,Persoonsgegevensverwerking in de openbare ruimte,"Persoonsgegevensverwerkingen onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte van de gemeente Amsterdam.


Deze kaart vertelt u waar onder verantwoordelijkheid van het college van B&W van de gemeente Amsterdam in de openbare ruimte persoonsgegevens verwerkt worden, en voor welk doel dit gebeurt. De Algemene Verordening Gegevensbescherming (AVG) is van toepassing op deze persoonsgegevensverwerkingen. 
Klik op een gekleurde stip op de kaart voor de privacyverklaring die bij een bepaalde camera of sensor hoort. In deze privacyverklaring staat meer gedetailleerde informatie over hoe de gemeente Amsterdam met uw persoonsgegevens omgaat. 

Als u informatie wilt over de verwerking van uw persoonsgegevens door de gemeente Amsterdam die niet in de openbare ruimte plaatsvinden, of als u wilt weten hoe u een klacht kunt indienen, klik dan hier.

N.B. De camera’s die onder verantwoordelijkheid van de burgemeester in het kader van de handhaving van de openbare orde zijn geplaatst, vallen niet onder de AVG en staan niet op deze kaart. De locaties van deze openbare-orde-camera’s treft u elders op de website van de gemeente Amsterdam aan.",https://maps.amsterdam.nl/privacy,PointDS,ObjectDS,"The dataset represents distinct physical camera/sensor locations used for car fleet scanning, which function as discrete objects (assets) in the public space. They are points with metadata pointing to privacy declarations.",,1.0,Baseline_NEWDATA_gemini
75,Verkiezingen Provinciale Staten 2019,Elections Provinces 2019,https://maps.amsterdam.nl/open_geodata/?k=280,https://maps.amsterdam.nl/provincialestaten2019,PS19,PointDS,EventDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"The layer maps election results at specific point-based locations (voting districts/polling stations). Each point is an identifiable facility or district object containing rich numeric attributes (vote counts and percentages), making ObjectDS the most appropriate classification.",,0.9,Baseline_NEWDATA_gemini
