OBJECTNUMMER;Initiatiefnemer;Activiteit;Sector;Jaar;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
193;"Appedemic";"ontwikkelen van apps";"Kantoor, bedrijf en winkel";2013;"POINT(4.8888242,52.4052054)";"POINT(52.4052054,4.8888242)";4.8888242;52.4052054;
196;"Cinecrowd";"crowdsourcing film";"Kantoor, bedrijf en winkel";2013;"POINT(4.9027078,52.3840262)";"POINT(52.3840262,4.9027078)";4.9027078;52.3840262;
197;"Theaterschool de Trap";"onderwijs";"Cultuur";2013;"POINT(4.8546641,52.3696181)";"POINT(52.3696181,4.8546641)";4.8546641;52.3696181;
198;"Etcama";"Galerie";"Cultuur";2013;"POINT(4.844589,52.3761679)";"POINT(52.3761679,4.844589)";4.844589;52.3761679;
199;"The Switch Company";"mode ontwerp en productie";"Kantoor, bedrijf en winkel";2013;"POINT(4.8390748,52.3552901)";"POINT(52.3552901,4.8390748)";4.8390748;52.3552901;
200;"Gemeente Amsterdam ";"Testomgeving";"Kantoor, bedrijf en winkel";2013;"POINT(4.9207861,52.3362967)";"POINT(52.3362967,4.9207861)";4.9207861;52.3362967;
201;"The Hub";"begeleiding jonge ondernemers";"Kantoor, bedrijf en winkel";2013;"POINT(4.875478,52.3867194)";"POINT(52.3867194,4.875478)";4.875478;52.3867194;
202;"LeerZo!";"begeleiding en remedial teaching voor kinderen";"Onderwijs";2013;"POINT(4.864341,52.3608977)";"POINT(52.3608977,4.864341)";4.864341;52.3608977;
203;"Grrr";"Ontwerpbureau";"Kantoor, bedrijf en winkel";2013;"POINT(4.893502,52.3708846)";"POINT(52.3708846,4.893502)";4.893502;52.3708846;
204;"Velzen filmscenario";"film";"Cultuur";2013;"POINT(4.879823,52.3757445)";"POINT(52.3757445,4.879823)";4.879823;52.3757445;
205;"RIH";"Fietsenzaak";"Kantoor, bedrijf en winkel";2013;"POINT(4.9221909,52.3840148)";"POINT(52.3840148,4.9221909)";4.9221909;52.3840148;
209;"Dille & Kamille";"winkel";"Kantoor, bedrijf en winkel";2013;"POINT(4.8949878,52.3785445)";"POINT(52.3785445,4.8949878)";4.8949878;52.3785445;
210;"Food We Love";"verspreiding pakketten met bijzonder etenwaren";"Kantoor, bedrijf en winkel";2013;"POINT(4.9024498,52.3571822)";"POINT(52.3571822,4.9024498)";4.9024498;52.3571822;
211;"The Sustainables";"duurzame energie oplossingen";"Kantoor, bedrijf en winkel";2013;"POINT(4.8397481,52.343949)";"POINT(52.343949,4.8397481)";4.8397481;52.343949;
212;"Etsy";"pop up winkel";"Kantoor, bedrijf en winkel";2013;"POINT(4.8936441,52.3794409)";"POINT(52.3794409,4.8936441)";4.8936441;52.3794409;
213;"Gloed Amsterdam";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8726318,52.3759886)";"POINT(52.3759886,4.8726318)";4.8726318;52.3759886;
215;"TOON";"winkel en podium voor cratieve ondernemers";"Kantoor, bedrijf en winkel";2013;"POINT(4.873471,52.3862731)";"POINT(52.3862731,4.873471)";4.873471;52.3862731;
216;"Hartmobile Qwic";"scooters en electrische fietsen";"Kantoor, bedrijf en winkel";2013;"POINT(4.9780352,52.3631331)";"POINT(52.3631331,4.9780352)";4.9780352;52.3631331;
221;"Op Eigen Kracht";"Voedselbank";"Kantoor, bedrijf en winkel";2013;"POINT(4.9374149,52.3601462)";"POINT(52.3601462,4.9374149)";4.9374149;52.3601462;
222;"Taco Motos";"Herstel motorfietsen en verkoop via web";"Kantoor, bedrijf en winkel";2013;"POINT(4.858279,52.409722)";"POINT(52.409722,4.858279)";4.858279;52.409722;
223;"Studio Molen";"design";"Kantoor, bedrijf en winkel";2013;"POINT(4.8315751,52.4205214)";"POINT(52.4205214,4.8315751)";4.8315751;52.4205214;
224;"Fietsmuseum Amsterdam";"tentoonstelling";"Cultuur";2013;"POINT(4.9189942,52.3699004)";"POINT(52.3699004,4.9189942)";4.9189942;52.3699004;
225;"IT s Festival";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.897815,52.3703963)";"POINT(52.3703963,4.897815)";4.897815;52.3703963;
226;"Nederlands  Blazersensemble";"";"Cultuur";2013;"POINT(4.8543098,52.3802153)";"POINT(52.3802153,4.8543098)";4.8543098;52.3802153;
228;"Jacop Ahlbom";"repetitie en voorstelling";"Cultuur";2013;"POINT(4.9237359,52.3844267)";"POINT(52.3844267,4.9237359)";4.9237359;52.3844267;
229;"Warme Winkel Dood Paard";"voorstelling";"Cultuur";2013;"POINT(4.9067628,52.3610503)";"POINT(52.3610503,4.9067628)";4.9067628;52.3610503;
230;"Amsterdam Cupcake Company";"cupcakes winkel en workshops";"Kantoor, bedrijf en winkel";2013;"POINT(4.8555758,52.3702284)";"POINT(52.3702284,4.8555758)";4.8555758;52.3702284;
231;"Amsterdam Fashion Academy";"mode opleiding";"Onderwijs";2013;"POINT(4.8754461,52.3537108)";"POINT(52.3537108,4.8754461)";4.8754461;52.3537108;
232;"Lastig Bboy Academy ";"dans";"Cultuur";2013;"POINT(4.8596818,52.3651282)";"POINT(52.3651282,4.8596818)";4.8596818;52.3651282;
233;"Horeca tram";"eten en drinken";"Horeca";2013;"POINT(4.8393428,52.3868414)";"POINT(52.3868414,4.8393428)";4.8393428;52.3868414;
234;"Aimforthemoon";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8832128,52.3707778)";"POINT(52.3707778,4.8832128)";4.8832128;52.3707778;
235;"Agren Energy";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.958626,52.3242232)";"POINT(52.3242232,4.958626)";4.958626;52.3242232;
236;"Bravoure";"Communicatie bureau";"Kantoor, bedrijf en winkel";2013;"POINT(4.8945858,52.363793)";"POINT(52.363793,4.8945858)";4.8945858;52.363793;
237;"C2B";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8848331,52.3840262)";"POINT(52.3840262,4.8848331)";4.8848331;52.3840262;
238;"COR ";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8802841,52.3419158)";"POINT(52.3419158,4.8802841)";4.8802841;52.3419158;
239;"MEET ";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8945858,52.3700377)";"POINT(52.3700377,4.8945858)";4.8945858;52.3700377;
241;"Musicians without Borders";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.897794,52.3694235)";"POINT(52.3694235,4.897794)";4.897794;52.3694235;
242;"Mocca";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8584831,52.3634802)";"POINT(52.3634802,4.8584831)";4.8584831;52.3634802;
243;"Pearit";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.91276,52.3529631)";"POINT(52.3529631,4.91276)";4.91276;52.3529631;
244;"Plan Nederland";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8889,52.3585669)";"POINT(52.3585669,4.8889)";4.8889;52.3585669;
245;"Rocket Internet";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8877728,52.3607489)";"POINT(52.3607489,4.8877728)";4.8877728;52.3607489;
246;"Rockstart Ventures";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8927729,52.3643653)";"POINT(52.3643653,4.8927729)";4.8927729;52.3643653;
247;"Stichting Dancing on the Edge";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.898577,52.3695914)";"POINT(52.3695914,4.898577)";4.898577;52.3695914;
248;"Testwinkel";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.921118,52.3352477)";"POINT(52.3352477,4.921118)";4.921118;52.3352477;
250;"kantoor Toren C";"kantoor";"Kantoor, bedrijf en winkel";2013;"POINT(4.8821161,52.3649794)";"POINT(52.3649794,4.8821161)";4.8821161;52.3649794;
251;"Virtual Affairs";"Internetbureau";"Kantoor, bedrijf en winkel";2013;"POINT(4.9210908,52.3346106)";"POINT(52.3346106,4.9210908)";4.9210908;52.3346106;
252;"Your Lab";"cursus";"Kantoor, bedrijf en winkel";2013;"POINT(4.9218771,52.3769614)";"POINT(52.3769614,4.9218771)";4.9218771;52.3769614;
253;"Circus Treurdier";"kantoor";"Kantoor, bedrijf en winkel";2013;"POINT(4.8695552,52.3626143)";"POINT(52.3626143,4.8695552)";4.8695552;52.3626143;
254;"Amsterdamse Modelbouwers Club";"clubruimte";"Maatschappelijk";2013;"POINT(4.8518422,52.5696646)";"POINT(52.5696646,4.8518422)";4.8518422;52.5696646;
255;"HELIUS onderzoek ";"medisch onderzoek ";"Maatschappelijk";2013;"POINT(4.8226492,52.3462531)";"POINT(52.3462531,4.8226492)";4.8226492;52.3462531;
256;"Helius onderzoek";"Medisch onderzoek";"Kantoor, bedrijf en winkel";2013;"POINT(4.9598062,52.2997786)";"POINT(52.2997786,4.9598062)";4.9598062;52.2997786;
257;"Taqwah moskee";"religie";"Religie";2013;"POINT(4.8519709,52.3946463)";"POINT(52.3946463,4.8519709)";4.8519709;52.3946463;
258;"CAKGM";"religie";"Religie";2013;"POINT(4.9452798,52.3636023)";"POINT(52.3636023,4.9452798)";4.9452798;52.3636023;
259;"Stichting Straatvoetbalbond";"sportorganisatie";"Sport";2013;"POINT(4.8242581,52.3902213)";"POINT(52.3902213,4.8242581)";4.8242581;52.3902213;
260;"EXPO LABland";"expo";"Kantoor, bedrijf en winkel";2013;"POINT(4.9355161,52.3590247)";"POINT(52.3590247,4.9355161)";4.9355161;52.3590247;
261;"Damn Food Waste";"eenmalig eten en drinken";"Horeca";2013;"POINT(4.882055,52.357556)";"POINT(52.357556,4.882055)";4.882055;52.357556;
262;"For one media ";"tijdelijke filmlocatie";"Cultuur";2013;"POINT(4.9242299,52.3844916)";"POINT(52.3844916,4.9242299)";4.9242299;52.3844916;
263;"Pride Photo Award";"tenetoonstelling";"Cultuur";2013;"POINT(4.8976009,52.3742415)";"POINT(52.3742415,4.8976009)";4.8976009;52.3742415;
264;"Dior produktpresentatie";"produktpresentatie";"Kantoor, bedrijf en winkel";2013;"POINT(4.8917429,52.3678214)";"POINT(52.3678214,4.8917429)";4.8917429;52.3678214;
265;"Viva Las Vega s";"onder andere markt ";"Maatschappelijk";2013;"POINT(4.934283,52.3655821)";"POINT(52.3655821,4.934283)";4.934283;52.3655821;
266;"SWAH anti kraak winkel";"tijdelijke winkel";"Kantoor, bedrijf en winkel";2013;"POINT(4.8883851,52.3820387)";"POINT(52.3820387,4.8883851)";4.8883851;52.3820387;
267;"Art Kitchen";"gallerie";"Cultuur";2013;"POINT(4.9004972,52.3580824)";"POINT(52.3580824,4.9004972)";4.9004972;52.3580824;
268;"FROZZ vof";"yoghurt ijs verkoop";"Kantoor, bedrijf en winkel";2013;"POINT(4.8850481,52.3653456)";"POINT(52.3653456,4.8850481)";4.8850481;52.3653456;
269;"Hutspot Amsterdam";"winkel";"Kantoor, bedrijf en winkel";2013;"POINT(4.8992932,52.3574187)";"POINT(52.3574187,4.8992932)";4.8992932;52.3574187;
270;"Hyperlokaal";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8963988,52.375939)";"POINT(52.375939,4.8963988)";4.8963988;52.375939;
271;"Tab point";"internetwinkel";"Kantoor, bedrijf en winkel";2013;"POINT(4.935334,52.3474738)";"POINT(52.3474738,4.935334)";4.935334;52.3474738;
272;"Winteropvang dak- en thuislozen";"opvang";"Maatschappelijk";2013;"POINT(4.8639338,52.3522765)";"POINT(52.3522765,4.8639338)";4.8639338;52.3522765;
273;"Pure Markt";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.9405272,52.3575789)";"POINT(52.3575789,4.9405272)";4.9405272;52.3575789;
274;"Hot Tub Movie Club";"incidentele bioscoop";"Leisure in- en outdoor";2014;"POINT(4.8728168,52.3863989)";"POINT(52.3863989,4.8728168)";4.8728168;52.3863989;
275;"Opvoedpoli";"centrum voor ouders met vragen over opvoeding";"Maatschappelijk";2013;"POINT(4.882323,52.3858992)";"POINT(52.3858992,4.882323)";4.882323;52.3858992;
276;"Niehe Media";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.9203522,52.3840529)";"POINT(52.3840529,4.9203522)";4.9203522;52.3840529;
277;"Zwamlokaal";"Kwekerij van paddensteoelen op koffiedik";"Kantoor, bedrijf en winkel";2008;"POINT(4.8733861,52.4186942)";"POINT(52.4186942,4.8733861)";4.8733861;52.4186942;
278;"Amsterdams Grafisch Atelier";"";"Kantoor, bedrijf en winkel";2013;"POINT(4.8438089,52.3831946)";"POINT(52.3831946,4.8438089)";4.8438089;52.3831946;
280;"WipKip Interactive";"Web development & Flash";"Kantoor, bedrijf en winkel";2014;"POINT(4.9027369,52.3701369)";"POINT(52.3701369,4.9027369)";4.9027369;52.3701369;
281;"Amsterdamse Filmschool";"onderwijs";"Onderwijs";2014;"POINT(4.887687,52.3674361)";"POINT(52.3674361,4.887687)";4.887687;52.3674361;
282;"Het Kaufhaus";"tweedehands kleding";"Detailhandel";2014;"POINT(4.8981049,52.3557402)";"POINT(52.3557402,4.8981049)";4.8981049;52.3557402;
283;"Suikertantes café";"huisgemaakte soep en taart en activiteiten voor kinderen";"Horeca";2014;"POINT(4.8654139,52.3693358)";"POINT(52.3693358,4.8654139)";4.8654139;52.3693358;
284;"PEER administratie";"administratiekantoor voor profit en non-profit";"Kantoor, bedrijf en winkel";2014;"POINT(4.9113228,52.3878562)";"POINT(52.3878562,4.9113228)";4.9113228;52.3878562;
285;"Catch Legal ";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.9078362,52.3575942)";"POINT(52.3575942,4.9078362)";4.9078362;52.3575942;
286;"Stichting Goede Doelen";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.8773119,52.3419272)";"POINT(52.3419272,4.8773119)";4.8773119;52.3419272;
287;"Fastned";"dekkend netwerk voor snellaadstations";"Kantoor, bedrijf en winkel";2014;"POINT(4.9124491,52.3442465)";"POINT(52.3442465,4.9124491)";4.9124491;52.3442465;
288;"Kunstloods";"opslag tentoonstellingsmateriaal";"Cultuur";2014;"POINT(4.8981798,52.3953673)";"POINT(52.3953673,4.8981798)";4.8981798;52.3953673;
289;"Cinekid ";"kantoor";"Cultuur";2014;"POINT(4.9048879,52.3910605)";"POINT(52.3910605,4.9048879)";4.9048879;52.3910605;
294;"RTL Late Night";"opname programma";"Cultuur";2014;"POINT(4.8965061,52.3657843)";"POINT(52.3657843,4.8965061)";4.8965061;52.3657843;
295;"UNLP";"opleiding neuro linguistisch programmeren";"Kantoor, bedrijf en winkel";2014;"POINT(4.8790829,52.392945)";"POINT(52.392945,4.8790829)";4.8790829;52.392945;
296;"Stadsboeren Amsterdam";"stadslandbouw";"Kantoor, bedrijf en winkel";2014;"POINT(4.921108,52.3995062)";"POINT(52.3995062,4.921108)";4.921108;52.3995062;
297;"Winford School";"Onderwijs";"Onderwijs";2014;"POINT(4.8912809,52.3624121)";"POINT(52.3624121,4.8912809)";4.8912809;52.3624121;
298;"PrizeWize";"online energieleveranciers vergelijken ";"Kantoor, bedrijf en winkel";2014;"POINT(4.8776772,52.3635527)";"POINT(52.3635527,4.8776772)";4.8776772;52.3635527;
299;"Instock";"pop up restaurant voor 5 maanden";"Horeca";2014;"POINT(4.8732998,52.3858)";"POINT(52.3858,4.8732998)";4.8732998;52.3858;
301;"Stormer Marine";"opknappen en verkoop van sloepen";"Kantoor, bedrijf en winkel";2014;"POINT(4.9275882,52.3843695)";"POINT(52.3843695,4.9275882)";4.9275882;52.3843695;
302;"Da School";"studie- en huiswerkbegeleiding";"Onderwijs";2014;"POINT(4.9326618,52.3533293)";"POINT(52.3533293,4.9326618)";4.9326618;52.3533293;
303;"Arline";"import en export houtcomposiet tuinmaterialen";"Kantoor, bedrijf en winkel";2014;"POINT(4.7557118,52.4153525)";"POINT(52.4153525,4.7557118)";4.7557118;52.4153525;
304;"Tweakfabriek";"";"Kantoor, bedrijf en winkel";2014;"POINT(4.8794048,52.3831908)";"POINT(52.3831908,4.8794048)";4.8794048;52.3831908;
305;"Check Health";"kantoor voo buitendienst preventief medisch onderzoek";"Kantoor, bedrijf en winkel";2014;"POINT(4.8578079,52.382508)";"POINT(52.382508,4.8578079)";4.8578079;52.382508;
306;"Oaktree Inspirations";"training, therapie, coaching";"Maatschappelijk";2014;"POINT(4.8697431,52.362786)";"POINT(52.362786,4.8697431)";4.8697431;52.362786;
307;"CFCI";"Franse Kamer van Koophandel";"Kantoor, bedrijf en winkel";2014;"POINT(4.9486911,52.30605)";"POINT(52.30605,4.9486911)";4.9486911;52.30605;
308;"Honk Lasercity";"lasergame en spelletjes voor jong en oud";"Leisure in- en outdoor";2014;"POINT(4.9631541,52.3300063)";"POINT(52.3300063,4.9631541)";4.9631541;52.3300063;
311;"Bugaboo International";"producent innovatieve kinderwagens";"Kantoor, bedrijf en winkel";2014;"POINT(4.9250882,52.3712699)";"POINT(52.3712699,4.9250882)";4.9250882;52.3712699;
312;"Documentaire Instituut Amsterdam";"Instituut academisch filmonderwijs";"Onderwijs";2014;"POINT(4.8913028,52.3508154)";"POINT(52.3508154,4.8913028)";4.8913028;52.3508154;
313;"Frame Store";"vormgeving publicaties";"Kantoor, bedrijf en winkel";2014;"POINT(4.8869579,52.3739745)";"POINT(52.3739745,4.8869579)";4.8869579;52.3739745;
314;"Studio Buro";"grafisch en visual design";"Kantoor, bedrijf en winkel";2014;"POINT(4.897783,52.3712889)";"POINT(52.3712889,4.897783)";4.897783;52.3712889;
315;"Studio de Zoete Inval";"muziekstudio";"Cultuur";2014;"POINT(4.9227168,52.4111449)";"POINT(52.4111449,4.9227168)";4.9227168;52.4111449;
316;"Sol Media";"Media Markt en Communicatie";"Kantoor, bedrijf en winkel";2014;"POINT(4.8878052,52.3734709)";"POINT(52.3734709,4.8878052)";4.8878052;52.3734709;
317;"Oma Ietje";"horeca voor de buurt";"Horeca";2014;"POINT(4.9539268,52.3066222)";"POINT(52.3066222,4.9539268)";4.9539268;52.3066222;
318;"Amsterdam Light festival";"verven en spuiten object voor festival";"Kantoor, bedrijf en winkel";2014;"POINT(4.9664581,52.3346106)";"POINT(52.3346106,4.9664581)";4.9664581;52.3346106;
319;"Watcher Enterprises";"innovatieve start up";"Kantoor, bedrijf en winkel";2014;"POINT(4.872688,52.3761031)";"POINT(52.3761031,4.872688)";4.872688;52.3761031;
320;"Romeny Meubelrestauratie";"meubelrestauratie";"Kantoor, bedrijf en winkel";2014;"POINT(4.8705852,52.3636023)";"POINT(52.3636023,4.8705852)";4.8705852;52.3636023;
323;"De Jeugd Theater kamer";"jeugdtheater";"Cultuur";2014;"POINT(4.8697059,52.3637206)";"POINT(52.3637206,4.8697059)";4.8697059;52.3637206;
324;"Voorstel Blaas Schweigman";"voorstelling";"Cultuur";2014;"POINT(4.8325298,52.4207083)";"POINT(52.4207083,4.8325298)";4.8325298;52.4207083;
325;"Theaterschool de Trap";"acteer opleiding";"Cultuur";2014;"POINT(4.9341428,52.3661124)";"POINT(52.3661124,4.9341428)";4.9341428;52.3661124;
326;"Yoga Noord";"yoga";"Maatschappelijk";2014;"POINT(4.9151261,52.3854529)";"POINT(52.3854529,4.9151261)";4.9151261;52.3854529;
327;"100% Halal Film en Fotografie";"productie kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.890466,52.3575064)";"POINT(52.3575064,4.890466)";4.890466;52.3575064;
328;"War Child";"Kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.9394972,52.3498961)";"POINT(52.3498961,4.9394972)";4.9394972;52.3498961;
329;"Metabolic";"adviesbureau duurzaamheid ";"Kantoor, bedrijf en winkel";2014;"POINT(4.873482,52.4187285)";"POINT(52.4187285,4.873482)";4.873482;52.4187285;
330;"Jansen, Jansen, Bachrach, Landshof";"kantoor en conserven";"Kantoor, bedrijf en winkel";2014;"POINT(4.8317149,52.4209715)";"POINT(52.4209715,4.8317149)";4.8317149;52.4209715;
331;"Stichting de Groene Grachten";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.8619058,52.3628584)";"POINT(52.3628584,4.8619058)";4.8619058;52.3628584;
332;"Taalhuis";"taallessen en kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.891989,52.3748137)";"POINT(52.3748137,4.891989)";4.891989;52.3748137;
333;"Headroom";"kantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.9506328,52.3556029)";"POINT(52.3556029,4.9506328)";4.9506328;52.3556029;
334;"DTT media";"innovatieve multimedia producties";"Kantoor, bedrijf en winkel";2014;"POINT(4.8907769,52.3751227)";"POINT(52.3751227,4.8907769)";4.8907769;52.3751227;
335;"Luckey Food Market";"verkoop voedsel";"Kantoor, bedrijf en winkel";2014;"POINT(4.9562442,52.3234183)";"POINT(52.3234183,4.9562442)";4.9562442;52.3234183;
336;"Mediamatic";"kantoor, kunst en nieuwe technologie";"Cultuur";2014;"POINT(4.9132111,52.3766867)";"POINT(52.3766867,4.9132111)";4.9132111;52.3766867;
337;"Submarine";"film productie";"Cultuur";2014;"POINT(4.8674419,52.3633887)";"POINT(52.3633887,4.8674419)";4.8674419;52.3633887;
338;"Studio Buro";"grafisch en visual design";"Cultuur";2014;"POINT(4.8981688,52.371781)";"POINT(52.371781,4.8981688)";4.8981688;52.371781;
339;"Ilsway";"Event en Projectmanagement";"Cultuur";2014;"POINT(4.8956048,52.3748786)";"POINT(52.3748786,4.8956048)";4.8956048;52.3748786;
340;"Peer";"adminsitratiekantoor";"Kantoor, bedrijf en winkel";2014;"POINT(4.8583872,52.3637168)";"POINT(52.3637168,4.8583872)";4.8583872;52.3637168;
341;"tatkraft filosofische praktijk";"coaching, begeledeiding, cursussen";"Maatschappelijk";2014;"POINT(4.890723,52.3574797)";"POINT(52.3574797,4.890723)";4.890723;52.3574797;
342;"MPH";"Beeldmomtage";"Kantoor, bedrijf en winkel";2014;"POINT(4.8586872,52.3616721)";"POINT(52.3616721,4.8586872)";4.8586872;52.3616721;
343;"Waternet";"rainproof";"Kantoor, bedrijf en winkel";2014;"POINT(4.9216978,52.3770453)";"POINT(52.3770453,4.9216978)";4.9216978;52.3770453;
344;"TMP en CO";"arbeidsmarktcommunicatie";"Kantoor, bedrijf en winkel";2014;"POINT(4.8445041,52.3396384)";"POINT(52.3396384,4.8445041)";4.8445041;52.3396384;
345;"Stadsboeren";"stadsboerderij";"Kantoor, bedrijf en winkel";2014;"POINT(4.9169128,52.389424)";"POINT(52.389424,4.9169128)";4.9169128;52.389424;
346;"Leerzo";"onderzoek naar kinderen met leer- en gedragsproblemen";"Maatschappelijk";2014;"POINT(4.8687942,52.3561293)";"POINT(52.3561293,4.8687942)";4.8687942;52.3561293;
347;"Hulplijn";"telefonische hulpijn ";"Maatschappelijk";2014;"POINT(4.8741372,52.3404395)";"POINT(52.3404395,4.8741372)";4.8741372;52.3404395;
348;"Winford";"onderwijs";"Kantoor, bedrijf en winkel";2014;"POINT(4.862324,52.3492362)";"POINT(52.3492362,4.862324)";4.862324;52.3492362;
349;"Religieuze organisatie";"religie";"Religie";2014;"POINT(4.932791,52.3082663)";"POINT(52.3082663,4.932791)";4.932791;52.3082663;
350;"Ready to Rumble";"sport";"Sport";2014;"POINT(4.8892429,52.3569037)";"POINT(52.3569037,4.8892429)";4.8892429;52.3569037;
352;"Raibu";"winkel";"Detailhandel";2014;"POINT(4.8581078,52.3747412)";"POINT(52.3747412,4.8581078)";4.8581078;52.3747412;
353;"Etsy pop up winkel";"winkel";"Detailhandel";2014;"POINT(4.8977082,52.3723494)";"POINT(52.3723494,4.8977082)";4.8977082;52.3723494;
354;"Het Faire Oosten";"winkel";"Detailhandel";2014;"POINT(4.9304421,52.3573538)";"POINT(52.3573538,4.9304421)";4.9304421;52.3573538;
355;"Pieperboetiek";"pop up winkel";"Detailhandel";2014;"POINT(4.8527758,52.3705145)";"POINT(52.3705145,4.8527758)";4.8527758;52.3705145;
356;"Chocoa";"Faire Trade";"Kantoor, bedrijf en winkel";2014;"POINT(4.8961632,52.3752715)";"POINT(52.3752715,4.8961632)";4.8961632;52.3752715;
357;"Pepe Heykoop & Tiny Miracles Foundation";"Sociale onderneming helpt community in India om zelfvoorzienend te worden.";"Kantoor, bedrijf en winkel";2014;"POINT(4.8372619,52.3468291)";"POINT(52.3468291,4.8372619)";4.8372619;52.3468291;
358;"Dutch Design Year";"Platform voor jonge ontwerpers";"Cultuur";2014;"POINT(4.8899271,52.3746459)";"POINT(52.3746459,4.8899271)";4.8899271;52.3746459;
359;"Soupalicious ";"maaltijdsoepen";"Horeca";2015;"POINT(4.8396652,52.3855521)";"POINT(52.3855521,4.8396652)";4.8396652;52.3855521;
360;"Happietaria ";"Pop-up restaurant voor het goede doel";"Horeca";2015;"POINT(4.8880408,52.3646285)";"POINT(52.3646285,4.8880408)";4.8880408;52.3646285;
363;"Maria´s Dolls Amsterdam";"Poppenmuseum";"Detailhandel";2015;"POINT(4.8975151,52.3718573)";"POINT(52.3718573,4.8975151)";4.8975151;52.3718573;
364;"The App Academy";"Hoofdkantoor opleiding nieuwe media";"Kantoor, bedrijf en winkel";2015;"POINT(4.9166338,52.3716742)";"POINT(52.3716742,4.9166338)";4.9166338;52.3716742;
365;"Tweakfabriek";"Creatieve activiteiten";"Kantoor, bedrijf en winkel";2015;"POINT(4.8796079,52.3832366)";"POINT(52.3832366,4.8796079)";4.8796079;52.3832366;
366;"Viisi";"Financiële dienstverlening";"Kantoor, bedrijf en winkel";2015;"POINT(4.8502328,52.3583762)";"POINT(52.3583762,4.8502328)";4.8502328;52.3583762;
367;"Food Cabinet MelkSalon";"Detailhandel";"Kantoor, bedrijf en winkel";2008;"POINT(4.887934,52.3703391)";"POINT(52.3703391,4.887934)";4.887934;52.3703391;
368;"Pop-up MelkSalon (Food Cabinet)";"pop-up horeca en culture/creatieve activiteiten";"Detailhandel";2015;"POINT(4.887676,52.3702475)";"POINT(52.3702475,4.887676)";4.887676;52.3702475;
369;"MELT";"Icepops";"Kantoor, bedrijf en winkel";2015;"POINT(4.828233,52.3494879)";"POINT(52.3494879,4.828233)";4.828233;52.3494879;
382;"Op eigen kracht";"Trainingen zelfredzaamheid";"Maatschappelijk";2013;"POINT(4.858794,52.3539206)";"POINT(52.3539206,4.858794)";4.858794;52.3539206;
383;"Filmopname Anne Frank";"Filmopname";"Kantoor, bedrijf en winkel";2015;"POINT(4.8804772,52.3669249)";"POINT(52.3669249,4.8804772)";4.8804772;52.3669249;
384;"Filmopname Khawater";"Filmopname documentaire";"Maatschappelijk";2015;"POINT(4.8563912,52.3497321)";"POINT(52.3497321,4.8563912)";4.8563912;52.3497321;
385;"Houdan Menuiserie";"Assembleren, showen en leveren van keukens ";"Kantoor, bedrijf en winkel";2015;"POINT(4.921633,52.325379)";"POINT(52.325379,4.921633)";4.921633;52.325379;
386;"ZZAPP services";"Verspreiding cultureel drukwerk";"Kantoor, bedrijf en winkel";2015;"POINT(4.8766472,52.3960044)";"POINT(52.3960044,4.8766472)";4.8766472;52.3960044;
387;"Yunus Emre";"Turks cultureel centrum";"Kantoor, bedrijf en winkel";2015;"POINT(4.8875582,52.3607985)";"POINT(52.3607985,4.8875582)";4.8875582;52.3607985;
388;"Entopic";"Online communicatie- en redactiebureau";"Kantoor, bedrijf en winkel";2015;"POINT(4.892247,52.3484694)";"POINT(52.3484694,4.892247)";4.892247;52.3484694;
389;"Vanguard games";"Gaming";"Kantoor, bedrijf en winkel";2014;"POINT(4.893234,52.3853766)";"POINT(52.3853766,4.893234)";4.893234;52.3853766;
393;"Hare Krishna";"Internationale gemeenschap voor Krishna bewustzijn";"Religie";2015;"POINT(4.893306,52.3494879)";"POINT(52.3494879,4.893306)";4.893306;52.3494879;
395;"Voordekunst";"crowdfunding in de creatieve sector";"Kantoor, bedrijf en winkel";2015;"POINT(4.8966672,52.3589255)";"POINT(52.3589255,4.8966672)";4.8966672;52.3589255;
