OBJECTNUMMER;Buurtnaam;Voorwaarden;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
53;"Haveneiland Zuidwest/Rieteiland West";"";"TENZIJ";"POLYGON((4.984527 52.358926,4.986416 52.359959,4.988266 52.358931,4.991883 52.357009,5.000635 52.352355,5.000747 52.352296,4.998511 52.350723,4.998029 52.349635,4.99649 52.350199,4.995959 52.350346,4.995551 52.350483,4.995062 52.350677,4.994782 52.350806,4.994513 52.350943,4.991575 52.352675,4.987817 52.354985,4.98689 52.355484,4.986708 52.355594,4.986556 52.355718,4.986471 52.355808,4.986372 52.355953,4.986307 52.356104,4.986279 52.356259,4.986219 52.357594,4.986196 52.357704,4.986157 52.357811,4.98607 52.357968,4.985951 52.358116,4.985854 52.358209,4.985623 52.358377,4.98549 52.358451,4.984527 52.358926))";"POLYGON((52.358926 4.984527,52.359959 4.986416,52.358931 4.988266,52.357009 4.991883,52.352355 5.000635,52.352296 5.000747,52.350723 4.998511,52.349635 4.998029,52.350199 4.99649,52.350346 4.995959,52.350483 4.995551,52.350677 4.995062,52.350806 4.994782,52.350943 4.994513,52.352675 4.991575,52.354985 4.987817,52.355484 4.98689,52.355594 4.986708,52.355718 4.986556,52.355808 4.986471,52.355953 4.986372,52.356104 4.986307,52.356259 4.986279,52.357594 4.986219,52.357704 4.986196,52.357811 4.986157,52.357968 4.98607,52.358116 4.985951,52.358209 4.985854,52.358377 4.985623,52.358451 4.98549,52.358926 4.984527))";4.99264215;52.35479035;
54;"Buiteneiland";"";"TENZIJ";"POLYGON((5.038416 52.363769,5.019006 52.362852,5.006224 52.362873,5.004756 52.364564,5.001263 52.368586,5.01444 52.369819,5.037683 52.375394,5.037956 52.3713,5.038416 52.363769))";"POLYGON((52.363769 5.038416,52.362852 5.019006,52.362873 5.006224,52.364564 5.004756,52.368586 5.001263,52.369819 5.01444,52.375394 5.037683,52.3713 5.037956,52.363769 5.038416))";5.0198445;52.36911455;
55;"Science Park Noord";"";"TENZIJ";"POLYGON((4.937147 52.357684,4.937431 52.357733,4.937798 52.357781,4.940465 52.358374,4.940729 52.3584,4.941043 52.358407,4.945238 52.358233,4.952941 52.3579,4.956498 52.357781,4.956467 52.357453,4.951422 52.35443,4.950475 52.353832,4.948803 52.352825,4.947698 52.353299,4.947581 52.353368,4.947239 52.353512,4.941945 52.355714,4.939709 52.35665,4.938581 52.357096,4.937772 52.357438,4.937147 52.357684))";"POLYGON((52.357684 4.937147,52.357733 4.937431,52.357781 4.937798,52.358374 4.940465,52.3584 4.940729,52.358407 4.941043,52.358233 4.945238,52.3579 4.952941,52.357781 4.956498,52.357453 4.956467,52.35443 4.951422,52.353832 4.950475,52.352825 4.948803,52.353299 4.947698,52.353368 4.947581,52.353512 4.947239,52.355714 4.941945,52.35665 4.939709,52.357096 4.938581,52.357438 4.937772,52.357684 4.937147))";4.9468276;52.35560865;
56;"Science Park Zuid";"";"TENZIJ";"POLYGON((4.948803 52.352825,4.950475 52.353832,4.951422 52.35443,4.956467 52.357453,4.956498 52.357781,4.957088 52.357761,4.958539 52.357787,4.958742 52.357819,4.958935 52.357867,4.959087 52.357935,4.959186 52.358006,4.959448 52.358226,4.96131 52.359124,4.962302 52.358381,4.964545 52.357462,4.966806 52.35691,4.969716 52.356356,4.969598 52.356095,4.969371 52.355628,4.969334 52.355634,4.969318 52.355604,4.969505 52.355571,4.969526 52.355492,4.969226 52.355323,4.96874 52.355082,4.968313 52.354921,4.967924 52.354806,4.966849 52.354387,4.966527 52.354273,4.96636 52.354231,4.966257 52.354184,4.966244 52.354157,4.966061 52.354379,4.965826 52.354691,4.96496 52.353269,4.96254 52.350361,4.96137 52.348846,4.960432 52.34793,4.949617 52.352474,4.948803 52.352825))";"POLYGON((52.352825 4.948803,52.353832 4.950475,52.35443 4.951422,52.357453 4.956467,52.357781 4.956498,52.357761 4.957088,52.357787 4.958539,52.357819 4.958742,52.357867 4.958935,52.357935 4.959087,52.358006 4.959186,52.358226 4.959448,52.359124 4.96131,52.358381 4.962302,52.357462 4.964545,52.35691 4.966806,52.356356 4.969716,52.356095 4.969598,52.355628 4.969371,52.355634 4.969334,52.355604 4.969318,52.355571 4.969505,52.355492 4.969526,52.355323 4.969226,52.355082 4.96874,52.354921 4.968313,52.354806 4.967924,52.354387 4.966849,52.354273 4.966527,52.354231 4.96636,52.354184 4.966257,52.354157 4.966244,52.354379 4.966061,52.354691 4.965826,52.353269 4.96496,52.350361 4.96254,52.348846 4.96137,52.34793 4.960432,52.352474 4.949617,52.352825 4.948803))";4.9592645;52.35352005;
57;"Bedrijvengebied Cruquiusweg";"";"TENZIJ";"POLYGON((4.955695 52.373337,4.955755 52.37333,4.956685 52.369523,4.956709 52.369255,4.956699 52.368986,4.956666 52.368772,4.956573 52.368454,4.955918 52.367918,4.955769 52.367823,4.955639 52.367754,4.955427 52.367665,4.955045 52.367547,4.954724 52.367477,4.954381 52.367432,4.94613 52.367354,4.946098 52.368611,4.945894 52.368644,4.945789 52.368687,4.945706 52.368749,4.945654 52.368839,4.945582 52.370205,4.951448 52.370529,4.954521 52.37342,4.955077 52.37339,4.955695 52.373337))";"POLYGON((52.373337 4.955695,52.37333 4.955755,52.369523 4.956685,52.369255 4.956709,52.368986 4.956699,52.368772 4.956666,52.368454 4.956573,52.367918 4.955918,52.367823 4.955769,52.367754 4.955639,52.367665 4.955427,52.367547 4.955045,52.367477 4.954724,52.367432 4.954381,52.367354 4.94613,52.368611 4.946098,52.368644 4.945894,52.368687 4.945789,52.368749 4.945706,52.368839 4.945654,52.370205 4.945582,52.370529 4.951448,52.37342 4.954521,52.37339 4.955077,52.373337 4.955695))";4.9511504;52.370381;
58;"Weespertrekvaart";"";"TENZIJ";"POLYGON((4.942601 52.336516,4.941724 52.336401,4.94171 52.335527,4.940369 52.335598,4.939963 52.335611,4.939678 52.335601,4.939532 52.335587,4.9394 52.335561,4.939033 52.335467,4.938828 52.335392,4.938503 52.335301,4.938332 52.335283,4.938152 52.335232,4.937916 52.335087,4.937708 52.334997,4.937341 52.334865,4.936515 52.334586,4.935628 52.335508,4.934224 52.33549,4.928497 52.336549,4.926775 52.335959,4.926946 52.335771,4.925778 52.335366,4.925497 52.335377,4.92495 52.335377,4.922172 52.33829,4.922011 52.338457,4.920874 52.340169,4.919978 52.341626,4.919583 52.342315,4.919459 52.34257,4.919696 52.34261,4.920332 52.34275,4.920445 52.342759,4.92053 52.342756,4.920641 52.342741,4.920746 52.342715,4.921296 52.34249,4.928569 52.33915,4.928774 52.339069,4.928993 52.339003,4.929221 52.338951,4.942601 52.336516))";"POLYGON((52.336516 4.942601,52.336401 4.941724,52.335527 4.94171,52.335598 4.940369,52.335611 4.939963,52.335601 4.939678,52.335587 4.939532,52.335561 4.9394,52.335467 4.939033,52.335392 4.938828,52.335301 4.938503,52.335283 4.938332,52.335232 4.938152,52.335087 4.937916,52.334997 4.937708,52.334865 4.937341,52.334586 4.936515,52.335508 4.935628,52.33549 4.934224,52.336549 4.928497,52.335959 4.926775,52.335771 4.926946,52.335366 4.925778,52.335377 4.925497,52.335377 4.92495,52.33829 4.922172,52.338457 4.922011,52.340169 4.920874,52.341626 4.919978,52.342315 4.919583,52.34257 4.919459,52.34261 4.919696,52.34275 4.920332,52.342759 4.920445,52.342756 4.92053,52.342741 4.920641,52.342715 4.920746,52.34249 4.921296,52.33915 4.928569,52.339069 4.928774,52.339003 4.928993,52.338951 4.929221,52.336516 4.942601))";4.93103505;52.33866565;
59;"Amstelkwartier Zuid";"";"TENZIJ";"POLYGON((4.915214 52.334659,4.919551 52.335793,4.919362 52.336035,4.920197 52.336267,4.92029 52.336424,4.919494 52.336692,4.920262 52.337608,4.922172 52.33829,4.92495 52.335377,4.924805 52.335379,4.924568 52.335397,4.92377 52.335437,4.923773 52.335262,4.923756 52.33495,4.923731 52.334805,4.923681 52.334625,4.923597 52.334409,4.923517 52.334251,4.923411 52.334084,4.923295 52.333933,4.923162 52.333782,4.922985 52.333608,4.922796 52.333453,4.922617 52.333322,4.922443 52.33321,4.922555 52.333078,4.921678 52.332756,4.920376 52.332354,4.919598 52.332162,4.917487 52.33153,4.917053 52.332076,4.915214 52.334659))";"POLYGON((52.334659 4.915214,52.335793 4.919551,52.336035 4.919362,52.336267 4.920197,52.336424 4.92029,52.336692 4.919494,52.337608 4.920262,52.33829 4.922172,52.335377 4.92495,52.335379 4.924805,52.335397 4.924568,52.335437 4.92377,52.335262 4.923773,52.33495 4.923756,52.334805 4.923731,52.334625 4.923681,52.334409 4.923597,52.334251 4.923517,52.334084 4.923411,52.333933 4.923295,52.333782 4.923162,52.333608 4.922985,52.333453 4.922796,52.333322 4.922617,52.33321 4.922443,52.333078 4.922555,52.332756 4.921678,52.332354 4.920376,52.332162 4.919598,52.33153 4.917487,52.332076 4.917053,52.334659 4.915214))";4.9200871;52.33490435;
60;"Amstelkwartier Noord";"";"TENZIJ";"POLYGON((4.91496 52.34183,4.914969 52.341854,4.919459 52.34257,4.919583 52.342315,4.919978 52.341626,4.920874 52.340169,4.922011 52.338457,4.922172 52.33829,4.920262 52.337608,4.919494 52.336692,4.92029 52.336424,4.920197 52.336267,4.919362 52.336035,4.919551 52.335793,4.915214 52.334659,4.911799 52.339453,4.912015 52.339508,4.912625 52.339727,4.913194 52.340027,4.913602 52.34027,4.914046 52.34057,4.914376 52.340932,4.914681 52.341333,4.914868 52.341593,4.91496 52.34183))";"POLYGON((52.34183 4.91496,52.341854 4.914969,52.34257 4.919459,52.342315 4.919583,52.341626 4.919978,52.340169 4.920874,52.338457 4.922011,52.33829 4.922172,52.337608 4.920262,52.336692 4.919494,52.336424 4.92029,52.336267 4.920197,52.336035 4.919362,52.335793 4.919551,52.334659 4.915214,52.339453 4.911799,52.339508 4.912015,52.339727 4.912625,52.340027 4.913194,52.34027 4.913602,52.34057 4.914046,52.340932 4.914376,52.341333 4.914681,52.341593 4.914868,52.34183 4.91496))";4.91699055;52.33860845;
61;"Teleport";"";"TENZIJ";"POLYGON((4.819256 52.38903,4.826924 52.389067,4.827932 52.389137,4.828936 52.389223,4.829602 52.38929,4.830598 52.389405,4.831589 52.389536,4.832246 52.389633,4.833551 52.389848,4.833775 52.389899,4.834115 52.389986,4.834441 52.390082,4.835066 52.390303,4.835396 52.390441,4.835774 52.390621,4.83607 52.390781,4.836298 52.390917,4.836537 52.391074,4.836937 52.391369,4.837246 52.391614,4.840666 52.394203,4.841089 52.394415,4.841357 52.394534,4.841597 52.394635,4.842141 52.394839,4.842379 52.394908,4.842513 52.394925,4.84295 52.395053,4.843271 52.395133,4.843687 52.395224,4.843991 52.39525,4.844318 52.395296,4.844233 52.394937,4.844174 52.394599,4.844127 52.394128,4.844117 52.393696,4.844371 52.388891,4.844664 52.388891,4.844662 52.388912,4.844687 52.388912,4.844689 52.388748,4.844664 52.388749,4.844673 52.388481,4.844761 52.386914,4.844733 52.386376,4.844798 52.385138,4.84481 52.385138,4.844813 52.3851,4.844579 52.385095,4.843933 52.385081,4.843294 52.385093,4.839836 52.385028,4.839257 52.38501,4.836014 52.384942,4.83153 52.384871,4.831594 52.387404,4.82891 52.387546,4.819267 52.387476,4.819256 52.38903))";"POLYGON((52.38903 4.819256,52.389067 4.826924,52.389137 4.827932,52.389223 4.828936,52.38929 4.829602,52.389405 4.830598,52.389536 4.831589,52.389633 4.832246,52.389848 4.833551,52.389899 4.833775,52.389986 4.834115,52.390082 4.834441,52.390303 4.835066,52.390441 4.835396,52.390621 4.835774,52.390781 4.83607,52.390917 4.836298,52.391074 4.836537,52.391369 4.836937,52.391614 4.837246,52.394203 4.840666,52.394415 4.841089,52.394534 4.841357,52.394635 4.841597,52.394839 4.842141,52.394908 4.842379,52.394925 4.842513,52.395053 4.84295,52.395133 4.843271,52.395224 4.843687,52.39525 4.843991,52.395296 4.844318,52.394937 4.844233,52.394599 4.844174,52.394128 4.844127,52.393696 4.844117,52.388891 4.844371,52.388891 4.844664,52.388912 4.844662,52.388912 4.844687,52.388748 4.844689,52.388749 4.844664,52.388481 4.844673,52.386914 4.844761,52.386376 4.844733,52.385138 4.844798,52.385138 4.84481,52.3851 4.844813,52.385095 4.844579,52.385081 4.843933,52.385093 4.843294,52.385028 4.839836,52.38501 4.839257,52.384942 4.836014,52.384871 4.83153,52.387404 4.831594,52.387546 4.82891,52.387476 4.819267,52.38903 4.819256))";4.83203935;52.3900763;
62;"Overhoeks";"";"TENZIJ";"POLYGON((4.894675 52.389933,4.898623 52.390363,4.898626 52.390351,4.901446 52.390675,4.901463 52.390633,4.902004 52.390686,4.903144 52.388376,4.906059 52.388896,4.907161 52.386675,4.907213 52.386512,4.907224 52.386429,4.907219 52.386305,4.907191 52.386182,4.907141 52.386062,4.906715 52.385397,4.906621 52.385276,4.906508 52.38516,4.906375 52.385052,4.906174 52.38492,4.906006 52.384833,4.90006 52.382147,4.899479 52.382478,4.898664 52.383037,4.897915 52.383668,4.897311 52.384263,4.896764 52.384879,4.896247 52.385641,4.895878 52.386354,4.895661 52.386915,4.894675 52.389933))";"POLYGON((52.389933 4.894675,52.390363 4.898623,52.390351 4.898626,52.390675 4.901446,52.390633 4.901463,52.390686 4.902004,52.388376 4.903144,52.388896 4.906059,52.386675 4.907161,52.386512 4.907213,52.386429 4.907224,52.386305 4.907219,52.386182 4.907191,52.386062 4.907141,52.385397 4.906715,52.385276 4.906621,52.38516 4.906508,52.385052 4.906375,52.38492 4.906174,52.384833 4.906006,52.382147 4.90006,52.382478 4.899479,52.383037 4.898664,52.383668 4.897915,52.384263 4.897311,52.384879 4.896764,52.385641 4.896247,52.386354 4.895878,52.386915 4.895661,52.389933 4.894675))";4.9009545;52.38641035;
63;"Elzenhagen Zuid";"";"TENZIJ";"POLYGON((4.932779 52.402285,4.928013 52.398593,4.927576 52.398243,4.926785 52.397583,4.926613 52.39743,4.926286 52.397552,4.925098 52.398033,4.923888 52.398396,4.923492 52.398524,4.922987 52.398748,4.92275 52.398668,4.922311 52.399347,4.922439 52.399447,4.922532 52.39956,4.922719 52.400052,4.92288 52.400646,4.923102 52.401231,4.923801 52.402234,4.924983 52.404333,4.925069 52.404794,4.926911 52.404197,4.928955 52.403561,4.931596 52.402669,4.932779 52.402285))";"POLYGON((52.402285 4.932779,52.398593 4.928013,52.398243 4.927576,52.397583 4.926785,52.39743 4.926613,52.397552 4.926286,52.398033 4.925098,52.398396 4.923888,52.398524 4.923492,52.398748 4.922987,52.398668 4.92275,52.399347 4.922311,52.399447 4.922439,52.39956 4.922532,52.400052 4.922719,52.400646 4.92288,52.401231 4.923102,52.402234 4.923801,52.404333 4.924983,52.404794 4.925069,52.404197 4.926911,52.403561 4.928955,52.402669 4.931596,52.402285 4.932779))";4.9275498;52.4011046;
64;"Loenermark";"";"TENZIJ";"POLYGON((4.926613 52.39743,4.926785 52.397583,4.927576 52.398243,4.928013 52.398593,4.932779 52.402285,4.933727 52.401945,4.934346 52.401705,4.934957 52.401457,4.935852 52.401066,4.935385 52.400705,4.933983 52.39962,4.933537 52.399257,4.933078 52.398891,4.931712 52.397835,4.930847 52.39718,4.929722 52.396179,4.928059 52.396892,4.926613 52.39743))";"POLYGON((52.39743 4.926613,52.397583 4.926785,52.398243 4.927576,52.398593 4.928013,52.402285 4.932779,52.401945 4.933727,52.401705 4.934346,52.401457 4.934957,52.401066 4.935852,52.400705 4.935385,52.39962 4.933983,52.399257 4.933537,52.398891 4.933078,52.397835 4.931712,52.39718 4.930847,52.396179 4.929722,52.396892 4.928059,52.39743 4.926613))";4.9312375;52.39922585;
65;"Buikslotermeerplein";"";"TENZIJ";"POLYGON((4.933537 52.399257,4.933983 52.39962,4.935385 52.400705,4.935852 52.401066,4.936326 52.400859,4.94016 52.399309,4.940245 52.399279,4.940381 52.399246,4.940522 52.399225,4.940669 52.399216,4.940815 52.399222,4.940958 52.399242,4.941095 52.399274,4.942302 52.399665,4.942516 52.399724,4.942665 52.399752,4.942897 52.399778,4.943132 52.399783,4.943288 52.399774,4.943517 52.399744,4.943738 52.399694,4.947338 52.398624,4.946564 52.397901,4.945763 52.397743,4.944786 52.398059,4.942371 52.3958,4.939367 52.396945,4.933537 52.399257))";"POLYGON((52.399257 4.933537,52.39962 4.933983,52.400705 4.935385,52.401066 4.935852,52.400859 4.936326,52.399309 4.94016,52.399279 4.940245,52.399246 4.940381,52.399225 4.940522,52.399216 4.940669,52.399222 4.940815,52.399242 4.940958,52.399274 4.941095,52.399665 4.942302,52.399724 4.942516,52.399752 4.942665,52.399778 4.942897,52.399783 4.943132,52.399774 4.943288,52.399744 4.943517,52.399694 4.943738,52.398624 4.947338,52.397901 4.946564,52.397743 4.945763,52.398059 4.944786,52.3958 4.942371,52.396945 4.939367,52.399257 4.933537))";4.94044255;52.39842665;
66;"Marine-Etablissement";"";"TENZIJ";"POLYGON((4.911984 52.377573,4.912086 52.377177,4.912037 52.377104,4.911905 52.377091,4.91198 52.37679,4.912082 52.376798,4.912091 52.376778,4.912129 52.376767,4.912404 52.376782,4.912729 52.37679,4.913302 52.376779,4.913611 52.376759,4.914117 52.376708,4.914511 52.376652,4.920501 52.375679,4.921248 52.375568,4.921261 52.375602,4.92128 52.3756,4.921292 52.375615,4.921411 52.375598,4.921132 52.374893,4.920876 52.374095,4.917662 52.372101,4.914677 52.370995,4.914453 52.370899,4.913413 52.37146,4.913531 52.371883,4.913595 52.372311,4.913607 52.37254,4.913603 52.372797,4.913585 52.373016,4.913545 52.373271,4.91344 52.373687,4.913279 52.374106,4.913058 52.374533,4.912723 52.375056,4.911379 52.374933,4.910752 52.377675,4.911158 52.377629,4.911984 52.377573))";"POLYGON((52.377573 4.911984,52.377177 4.912086,52.377104 4.912037,52.377091 4.911905,52.37679 4.91198,52.376798 4.912082,52.376778 4.912091,52.376767 4.912129,52.376782 4.912404,52.37679 4.912729,52.376779 4.913302,52.376759 4.913611,52.376708 4.914117,52.376652 4.914511,52.375679 4.920501,52.375568 4.921248,52.375602 4.921261,52.3756 4.92128,52.375615 4.921292,52.375598 4.921411,52.374893 4.921132,52.374095 4.920876,52.372101 4.917662,52.370995 4.914677,52.370899 4.914453,52.37146 4.913413,52.371883 4.913531,52.372311 4.913595,52.37254 4.913607,52.372797 4.913603,52.373016 4.913585,52.373271 4.913545,52.373687 4.91344,52.374106 4.913279,52.374533 4.913058,52.375056 4.912723,52.374933 4.911379,52.377675 4.910752,52.377629 4.911158,52.377573 4.911984))";4.9160864;52.37427965;
67;"Kattenburg";"";"TENZIJ";"POLYGON((4.914453 52.370899,4.914677 52.370995,4.917662 52.372101,4.920876 52.374095,4.921132 52.374893,4.921411 52.375598,4.921545 52.375577,4.921565 52.375576,4.921544 52.375523,4.923037 52.375295,4.923516 52.375203,4.923912 52.375108,4.924257 52.375013,4.924932 52.374796,4.921579 52.372692,4.92016 52.371778,4.920103 52.371762,4.920037 52.371754,4.919839 52.371773,4.919736 52.37177,4.919604 52.371746,4.91951 52.371712,4.919417 52.371641,4.919356 52.371568,4.919312 52.371487,4.919289 52.371397,4.918729 52.371064,4.917688 52.370594,4.91749 52.370413,4.917016 52.36991,4.915135 52.370575,4.914849 52.370696,4.914453 52.370899))";"POLYGON((52.370899 4.914453,52.370995 4.914677,52.372101 4.917662,52.374095 4.920876,52.374893 4.921132,52.375598 4.921411,52.375577 4.921545,52.375576 4.921565,52.375523 4.921544,52.375295 4.923037,52.375203 4.923516,52.375108 4.923912,52.375013 4.924257,52.374796 4.924932,52.372692 4.921579,52.371778 4.92016,52.371762 4.920103,52.371754 4.920037,52.371773 4.919839,52.37177 4.919736,52.371746 4.919604,52.371712 4.91951,52.371641 4.919417,52.371568 4.919356,52.371487 4.919312,52.371397 4.919289,52.371064 4.918729,52.370594 4.917688,52.370413 4.91749,52.36991 4.917016,52.370575 4.915135,52.370696 4.914849,52.370899 4.914453))";4.9196975;52.37274805;
68;"Wittenburg";"";"TENZIJ";"POLYGON((4.917016 52.36991,4.91749 52.370413,4.917688 52.370594,4.918729 52.371064,4.919289 52.371397,4.919312 52.371487,4.919356 52.371568,4.919417 52.371641,4.91951 52.371712,4.919604 52.371746,4.919736 52.37177,4.919839 52.371773,4.920037 52.371754,4.920103 52.371762,4.92016 52.371778,4.921579 52.372692,4.924932 52.374796,4.925322 52.374671,4.927549 52.373953,4.927907 52.373846,4.927865 52.373753,4.923741 52.371169,4.922497 52.370217,4.92128 52.369455,4.921065 52.369539,4.921056 52.369534,4.920706 52.369302,4.920199 52.368743,4.919538 52.368965,4.917016 52.36991))";"POLYGON((52.36991 4.917016,52.370413 4.91749,52.370594 4.917688,52.371064 4.918729,52.371397 4.919289,52.371487 4.919312,52.371568 4.919356,52.371641 4.919417,52.371712 4.91951,52.371746 4.919604,52.37177 4.919736,52.371773 4.919839,52.371754 4.920037,52.371762 4.920103,52.371778 4.92016,52.372692 4.921579,52.374796 4.924932,52.374671 4.925322,52.373953 4.927549,52.373846 4.927907,52.373753 4.927865,52.371169 4.923741,52.370217 4.922497,52.369455 4.92128,52.369539 4.921065,52.369534 4.921056,52.369302 4.920706,52.368743 4.920199,52.368965 4.919538,52.36991 4.917016))";4.9224665;52.37176385;
69;"Oostenburg";"";"TENZIJ";"POLYGON((4.920199 52.368743,4.920706 52.369302,4.921056 52.369534,4.921065 52.369539,4.92128 52.369455,4.922497 52.370217,4.923741 52.371169,4.927865 52.373753,4.927907 52.373846,4.928073 52.373799,4.92855 52.373673,4.929402 52.373467,4.929855 52.373338,4.930191 52.373218,4.93055 52.373069,4.930879 52.372913,4.931178 52.372743,4.931475 52.372549,4.931749 52.372342,4.931974 52.372149,4.92981 52.370813,4.928832 52.370251,4.926541 52.368842,4.926053 52.36853,4.92613 52.368482,4.925871 52.368323,4.925796 52.368367,4.925361 52.368089,4.924302 52.367435,4.924045 52.367478,4.923767 52.367546,4.922299 52.368044,4.920199 52.368743))";"POLYGON((52.368743 4.920199,52.369302 4.920706,52.369534 4.921056,52.369539 4.921065,52.369455 4.92128,52.370217 4.922497,52.371169 4.923741,52.373753 4.927865,52.373846 4.927907,52.373799 4.928073,52.373673 4.92855,52.373467 4.929402,52.373338 4.929855,52.373218 4.930191,52.373069 4.93055,52.372913 4.930879,52.372743 4.931178,52.372549 4.931475,52.372342 4.931749,52.372149 4.931974,52.370813 4.92981,52.370251 4.928832,52.368842 4.926541,52.36853 4.926053,52.368482 4.92613,52.368323 4.925871,52.368367 4.925796,52.368089 4.925361,52.367435 4.924302,52.367478 4.924045,52.367546 4.923767,52.368044 4.922299,52.368743 4.920199))";4.9260914;52.3706328;
70;"Czaar Peterbuurt";"";"TENZIJ";"POLYGON((4.931974 52.372149,4.932106 52.371976,4.932145 52.371957,4.93218 52.37195,4.932258 52.371955,4.932396 52.371777,4.932332 52.371742,4.93232 52.371724,4.932325 52.371691,4.932506 52.371497,4.932628 52.371271,4.932768 52.370895,4.932783 52.370712,4.932817 52.370685,4.93285 52.370675,4.932895 52.370676,4.9329 52.370658,4.932914 52.370659,4.932942 52.370539,4.932857 52.370525,4.932811 52.37053,4.932752 52.37055,4.932011 52.37027,4.931889 52.370252,4.931874 52.370191,4.931645 52.370017,4.931257 52.369882,4.931049 52.369669,4.93105 52.369603,4.931037 52.369584,4.930949 52.369535,4.930842 52.369427,4.930778 52.369379,4.930162 52.368964,4.930103 52.368899,4.929606 52.368674,4.929131 52.368447,4.929063 52.368393,4.929065 52.368158,4.928216 52.367647,4.9276 52.367307,4.927601 52.367165,4.927145 52.367138,4.926708 52.367099,4.925596 52.367131,4.925494 52.367163,4.924495 52.367413,4.924302 52.367435,4.925361 52.368089,4.925796 52.368367,4.925871 52.368323,4.92613 52.368482,4.926053 52.36853,4.926541 52.368842,4.928832 52.370251,4.92981 52.370813,4.931974 52.372149))";"POLYGON((52.372149 4.931974,52.371976 4.932106,52.371957 4.932145,52.37195 4.93218,52.371955 4.932258,52.371777 4.932396,52.371742 4.932332,52.371724 4.93232,52.371691 4.932325,52.371497 4.932506,52.371271 4.932628,52.370895 4.932768,52.370712 4.932783,52.370685 4.932817,52.370675 4.93285,52.370676 4.932895,52.370658 4.9329,52.370659 4.932914,52.370539 4.932942,52.370525 4.932857,52.37053 4.932811,52.37055 4.932752,52.37027 4.932011,52.370252 4.931889,52.370191 4.931874,52.370017 4.931645,52.369882 4.931257,52.369669 4.931049,52.369603 4.93105,52.369584 4.931037,52.369535 4.930949,52.369427 4.930842,52.369379 4.930778,52.368964 4.930162,52.368899 4.930103,52.368674 4.929606,52.368447 4.929131,52.368393 4.929063,52.368158 4.929065,52.367647 4.928216,52.367307 4.9276,52.367165 4.927601,52.367138 4.927145,52.367099 4.926708,52.367131 4.925596,52.367163 4.925494,52.367413 4.924495,52.367435 4.924302,52.368089 4.925361,52.368367 4.925796,52.368323 4.925871,52.368482 4.92613,52.36853 4.926053,52.368842 4.926541,52.370251 4.928832,52.370813 4.92981,52.372149 4.931974))";4.928627;52.3696181;
71;"Het Funen";"";"TENZIJ";"POLYGON((4.926708 52.367099,4.927145 52.367138,4.927601 52.367165,4.9276 52.367307,4.928216 52.367647,4.929065 52.368158,4.929063 52.368393,4.929131 52.368447,4.929606 52.368674,4.930103 52.368899,4.930162 52.368964,4.930778 52.369379,4.930842 52.369427,4.930949 52.369535,4.931037 52.369584,4.93105 52.369603,4.931049 52.369669,4.931257 52.369882,4.931645 52.370017,4.931874 52.370191,4.931889 52.370252,4.932011 52.37027,4.932752 52.37055,4.932811 52.37053,4.932857 52.370525,4.932942 52.370539,4.932973 52.3704,4.932903 52.370358,4.932919 52.370041,4.93295 52.369897,4.93289 52.369346,4.932863 52.369206,4.932788 52.368945,4.932709 52.368741,4.932583 52.368479,4.932093 52.36766,4.932115 52.367656,4.932111 52.367617,4.932128 52.367594,4.93219 52.367562,4.931586 52.366562,4.92752 52.366494,4.927337 52.366482,4.927139 52.366453,4.926708 52.367099))";"POLYGON((52.367099 4.926708,52.367138 4.927145,52.367165 4.927601,52.367307 4.9276,52.367647 4.928216,52.368158 4.929065,52.368393 4.929063,52.368447 4.929131,52.368674 4.929606,52.368899 4.930103,52.368964 4.930162,52.369379 4.930778,52.369427 4.930842,52.369535 4.930949,52.369584 4.931037,52.369603 4.93105,52.369669 4.931049,52.369882 4.931257,52.370017 4.931645,52.370191 4.931874,52.370252 4.931889,52.37027 4.932011,52.37055 4.932752,52.37053 4.932811,52.370525 4.932857,52.370539 4.932942,52.3704 4.932973,52.370358 4.932903,52.370041 4.932919,52.369897 4.93295,52.369346 4.93289,52.369206 4.932863,52.368945 4.932788,52.368741 4.932709,52.368479 4.932583,52.36766 4.932093,52.367656 4.932115,52.367617 4.932111,52.367594 4.932128,52.367562 4.93219,52.366562 4.931586,52.366494 4.92752,52.366482 4.927337,52.366453 4.927139,52.367099 4.926708))";4.92984555;52.36849275;
