RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,Luchtkwaliteit - NO₂-metingen,"Inhoud



Wat voor informatie is hier te vinden

Disclaimer

Automatische meetstations en NO₂-buisjes

Wat is NO₂? - NO₂ en gezondheid

Welke factoren zijn van invloed op de NO₂ concentratie?

Verschillende meetpunten

Wettelijke toetsing

Wat voor informatie is hier te vinden

Hieronder vindt u algemene informatie over stikstofdioxide (NO₂), de metingen, meetpunten, wettelijk kader en invloed op de gezondheid. Wat u hier NIET zult vinden is een interpretatie van de recente meetresultaten. De gemeten NO₂ concentraties worden enkele maanden na afloop van elk kalenderjaar samengevat en in perspectief geplaatst in de jaarrapportages van de GGD Amsterdam. Deze zijn te downloaden via www.luchtmeetnet.nl.


Disclaimer

De meetresultaten kunnen nog worden bijgesteld in het kader van de kwaliteitscontrole die standaard op de meetgegevens plaatsvindt. 
De data is definitief als het jaarrapport is gepubliceerd. De data op de website zijn dus indicatief en er kunnen geen rechten aan worden ontleend. 


Automatische meetstations en NO₂-buisjes

Op de kaart worden de NO₂ metingen getoond in Amsterdam en (wijde) omgeving die door de GGD Amsterdam worden uitgevoerd. Er staan zowel automatische meetstations (volgens de Europese meetstandaarden) als de diffuse metingen op de website.

De automatische metingen worden uitgevoerd op meetstations (onderdeel van het landelijk luchtmeetnet) en de buisjesmetingen met NO₂-buisjes, ook wel Palmes buisjes genoemd. De automatische meetstations meten 24 uur per dag en 7 dagen per week verschillende luchtverontreinigende componenten. Dit gebeurt met methoden die voldoen aan de wettelijke (EU) eisen. De uurgemiddelde metingen zijn te bekijken via de website www.luchtmeetnet.nl. In aanvulling op deze automatische meetstations wordt op een groot aantal plekken verspreid over de stad de jaargemiddelde NO₂-concentratie gemeten met een eenvoudige en goedkopere, passieve meetmethode. Dit zijn de NO₂- buisjes. Na `ijking` van de buisjes aan het automatisch meetnet kunnen hiermee betrouwbare 4-weeksgemiddelden worden bepaald. Met de NO₂-buisjes worden geen uur- of dagwaarden gemeten. De meetmethode voldoet weliswaar niet aan de wettelijke eisen, maar geeft wel een betrouwbaar beeld van de jaargemiddelde NO₂ concentratie. De metingen geven dus meer inzicht in verschillen en spreiding van hogere en lagere NO₂ concentraties in de stad en omgeving. Het NO₂-buisjes netwerk geeft daardoor een gedetailleerd en betrouwbaar beeld van de luchtkwaliteit in Amsterdam. 


Wat is NO₂?

NO₂ is stikstofdioxide. NO₂ is een gas dat ontstaat bij verbrandingsprocessen, zoals in de motor van een auto. Het is een belangrijke indicator voor de luchtverontreiniging door verkeer. Een veel gebruikte maat om de hoeveelheid of concentratie NO₂ in de lucht uit te drukken is microgram per kubieke meter buitenlucht. Microgram per kubieke meter wordt vaak korter geschreven als: μg/m3. Hoe hoger de concentratie (μg/m3) NO₂, hoe slechter de luchtkwaliteit is.


NO₂ en gezondheid

Blootstelling aan NO₂ kan samenhangen met een verminderde longfunctie. Ook een toename van luchtwegklachten en astma-aanvallen en een verhoogde gevoeligheid voor infecties komen voor. Omdat NO₂ in de buitenlucht altijd voorkomt in combinatie met andere door het verkeer uitgestoten componenten (zoals roetdeeltjes), is niet goed duidelijk in hoeverre dit aan het NO₂ zelf ligt of dat NO₂ vooral (ook) een indicator is voor het mengsel van schadelijke stoffen. De wereld gezondheidsorganisatie (WHO) heeft voor NO₂ een gezondheidskundige advieswaarde opgesteld voor lange termijn blootstelling. Dit is 10 microgram per kubieke meter (m3) als jaargemiddelde concentratie. Vanuit het oogpunt van gezondheid is het belangrijk dat de concentraties luchtverontreiniging zo laag mogelijk zijn. 


Welke factoren zijn van invloed op de NO₂ concentratie?

Het weer heeft een grote invloed op de NO₂ concentratie: in de zomer zijn de concentraties (veel) lager dan in de winter. Ook binnen een seizoen kunnen de 4-weeksgemiddelde concentraties sterk variëren. De windrichting en windkracht bepaalt onder andere hoeveel NO₂ er komt `aanwaaien` en in welke mate de verontreiniging ‘blijft hangen’. De 4-weeks gemiddelde concentraties kunnen daarom niet worden vergeleken met de grenswaarde voor het jaargemiddelde. De 4-weeksgemiddelden kunnen wel met elkaar worden vergeleken, en geven dan informatie over relatief meer of minder verontreinigde plekken. In Amsterdam is het verkeer de belangrijkste bron van NO₂. Daarom is op plekken met veel verkeer de NO₂ concentratie hoger dan op plekken met weinig verkeer. Op de kaart zijn de straat- en snelweglocaties de plekken met veel verkeer en de achtergrondlocaties de plekken met weinig verkeer.


Verschillende meetpunten

De NO₂-buisjes hangen op verschillende plekken in de stad en omgeving. Er zijn zes type meetpunten te onderscheiden. Dit zijn: achtergrond, straat, snelweg, waterweg, luchtvaart en industrie. Op de kaart zijn ook de automatische meetstations toegevoegd.


Achtergrond: dit zijn plekken waar weinig tot geen verkeer is. Rustige straten in een woonwijk zijn hier een voorbeeld van. De NO₂ concentratie is hier lager dan op de andere meetpunten.

Straat: dit zijn plekken aan drukke straten waar veel verkeer rijdt. Een voorbeeld hiervan zijn de buisjes op de Stadhouderskade in Amsterdam.

Snelweg: dit zijn plekken langs een snelweg, zoals langs de Ring A10.

Waterweg: dit zijn plekken waar scheepvaart langskomt, zoals op het Java-eiland.

Luchtvaart: dit zijn plekken die in de buurt van Schiphol liggen. Het gaat om de automatische meetstations Badhoevedorp, Hoofddorp en Oude Meer.

Industrie: dit zijn plekken in de buurt van industriële activiteiten zoals in de IJmond en bij het Havengebied van Amsterdam.
Op de kaart worden ook de door de GGD Amsterdam beheerde automatische meetstations getoond. Deze zijn te herkennen aan de naam `GGD meetstation`. Na het klikken op het bolletje staat er bij Type meting `Automatisch meetnet`. Bij NO₂-buisjes staat er bij Type meting `Palmes`. Op de meetstations worden 24 uur per dag en 7 dagen per week metingen uitgevoerd. Deze metingen kunnen via luchtmeetnet.nl worden bekeken. Op deze site is ook te zien waar de meetstations liggen. Om een goede vergelijking met de NO₂-buisjes te kunnen maken worden de 4-weeksgemiddelden getoond. Deze 4-weeksgemiddelden zijn de gemiddelden over dezelfde periode als de NO₂-buisjes. De jaargemiddelde waardes van de meetstations, die op maps.amsterdam.nl/no2 worden getoond, zijn gebaseerd op de periode 1 januari tot en met 31 december. Deze waardes kunnen iets afwijken van het gemiddelde van de dertien 4-weeksgemiddelden. De metingen van de NO₂-buisjes starten namelijk niet precies op 1 januari en eindigen niet precies op 31 december. 

Door de concentraties op straat-, snelweg-, industrie- of waterweglocaties te vergelijken met nabij gelegen achtergrondlocaties, kan iets gezegd worden over de bijdrage van de betreffende straat, snelweg, industrie of waterweg aan de lokale concentratie. 


Wettelijke toetsing

Wettelijke toetsing van de luchtkwaliteit gebeurt in Nederland op basis van berekeningen. Deze berekeningen worden jaarlijks uitgevoerd door het RIVM met de Monitoringstool. Meetgegevens van onder andere de GGD Amsterdam leveren input voor deze modelberekeningen. In de wetgeving is vastgelegd dat de luchtkwaliteit wordt berekend op wettelijke toetspunten. In de praktijk is dit in steden meestal aan de gevel van woningen of andere gebouwen waar mensen langdurig verblijven. Deze wettelijke toetsing met behulp van de Monitoringstool wordt aan het einde van elk jaar uitgevoerd voor het voorgaande kalenderjaar. Uitgebreide informatie over de Monitoringstool is te vinden op nsl-monitoring.nl. In Europa is afgesproken om de wettelijke grenswaarde voor NO₂ in 2030 aan te passen naar 20 microgram per m3.

Nieuwe meetlocaties worden zoveel mogelijk geplaatst op wettelijke toetsafstand (aan de gevel). De wettelijke toetsafstand is in het verleden echter enkele malen gewijzigd, en het was (en is) niet altijd mogelijk om exact op wettelijke toetsafstand te meten. Voor een goed beeld van de ontwikkeling van de luchtkwaliteit is het belangrijk om metingen langdurig op exact dezelfde plek uit te voeren. Een groot deel van de NO₂-buisjes metingen wordt daarom niet op wettelijke toetsafstand uitgevoerd, maar dichterbij de weg. Als je op een punt op de kaart klikt dan is te zien of het buisje op wettelijke toetsafstand hangt (ja/nee) en op welke afstand het buisje van de gevel hangt (in meters). De buisjes waarbij de afstand 0.1 meter is hangen aan de gevel.",https://maps.amsterdam.nl/no2,PointDS,PointMeasuresDS,"The dataset contains point locations representing air quality measurement stations and passive monitoring tubes (Palmes tubes) used to sample nitrogen dioxide concentrations, fitting the definition for PointMeasuresDS.",,0.9,description_V1_gemini
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PlainVectorRegion,PatchDS,"The map layer displays the 'Oergeul' (an ancient tidal gully), which represents a specific geological feature or phenomenon area. The polygons are discrete, isolated patches rather than an exhaustive land-use coverage or statistical tessellation, making PlainVectorRegion and PatchDS the appropriate classification.",,0.9,description_V1_gemini
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,De oergeul,"Bij stedelijke ontwikkelingen rondom het IJ is het van belang om rekening te houden met de ligging van de Oergeul. Met de Oergeul of het Oer-IJ wordt de oude getijdengeul bedoeld die de voorloper was van het huidige IJ-meer. Kenmerkend voor de Oergeul is dat de 1e en 2e zandlaag hier deels of volledig zijn geërodeerd en dat deze geul vervolgens is opgevuld met slappe klei en sliblagen tot een diepte van maximaal NAP -30 m. 

De afwezigheid van deze draagkrachtige lagen is daarmee mede bepalend voor ontwikkelingen in plangebieden rondom het IJ, zoals Haven-Stad, IJburg en het Zeeburgereiland. Civieltechnische constructies binnen het geulengebied zullen naar verwachting vrijwel allemaal op de 3e zandlaag gefundeerd moeten worden wat resulteert in funderingspalen tot een diepte van maximaal 60 m -NAP voor het centrum en havengebied. Doordat de kosten van funderen aanzienlijk hoger zijn in het gebied van het Oer-IJ, wordt er vaak besloten het stedenbouwkundig ontwerp hier op aan te passen, bijvoorbeeld door in het gebied van het Oer-IJ hoogbouw te plaatsen (Zeeburgereiland), niet te bouwen (Strandeiland) of te funderen op staal. Ook zullen zettingen bij ophogingen ter plaatse van de Oergeul groter zijn. 

In het verleden is de Oergeul minstens tweemaal eerder in kaart gebracht, doordat er nu meer grondonderzoek beschikbaar is, is deze kaart weer toe aan een update. Deze kaarten, OMEGAM (1980) en Rijks Geologische Dienst (1990), geven een nogal verschillend beeld van de ligging van de Oergeul. Voor een project bij Haven-Stad kwam uit een analyse van beschikbare sonderingen een ander beeld van de ligging van de Oergeul naar voren dan verwacht op basis van de oude kaarten. Dit vormde de aanleiding om te starten met een actualisatie van de kaart van de Oergeul voor Havenstad en later heel Amsterdam. 


Figuur 1: Standaard bodemopbouw van Amsterdam, met 3 voorbeeld sonderingen (conusweerstand) (de Gans, 2011).


Conclusies en Disclaimer

De kaart van de Oergeul is vernieuwd op basis van de sonderingen bekend bij het Ingenieursbureau in najaar 2017. De nauwkeurigheid is evenredig met de dichtheid aan sonderingen. daar waar de hoeveelheid sonderingen groot is, is de Oergeul met meer zekerheid ingetekend dan waar de hoeveelheid aanwezige sonderingen laag is. De Oergeul zoals weergegeven in de kaart blijft een interpretatie, bij gebruik dient hier rekening mee te worden gehouden. De plaatsnauwkeurigheid (GPS) van de gebruikte sonderingen is niet meegenomen bij de interpretatie. GPS metingen zijn de afgelopen jaren steeds nauwkeuriger geworden. Door onnauwkeurigheden in locatiebepaling en conversies tussen coördinatenstelsels (RD old naar RD new), kan het zijn dat de kaartlocatie van grondonderzoek afwijkt van de juiste locatie.
De kaart komt het best tot zijn recht wanneer deze wordt afgebeeld in combinatie met het grondonderzoek waar hij op gebaseerd is. 


Contact

Wanneer je aanvullende informatie (sonderingen, boringen) hebt, geïnteresseerd bent om mee te denken in de doorontwikkeling óf gewoon meer inzicht wilt krijgen in de ligging van de Oergeul binnen jouw plangebied, neem dan contact op met Duco de Vries (
duco.de.vries@amsterdam.nl
) of Nienke Lanting (
n.lanting@amsterdam.nl
). Voor de doorontwikkeling en kansen en risico`s van de ondergrond in de brede zin binnen projecten kun je contact opnemen met Lidwien Besselink (
l.besselink@amsterdam.nl
).",https://maps.amsterdam.nl/oergeul,PointDS,PointMeasuresDS,The dataset contains point locations representing soil soundings ('sonderingen') where geological measurements (such as the depth to the top of the Pleistocene layer) are collected at discrete locations to understand subsoil characteristics.,,0.9,description_V1_gemini
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,,,,PlainVectorRegion,PatchDS,"The layer represents specific 'development neighbourhoods' (ontwikkelbuurten) which are bounded zones/patches of urban focus, rather than a full administrative partition (tessellation). Low shared boundary and low convex hull fill ratios support PlainVectorRegion, and PatchDS is appropriate for selected phenomenon areas.",,0.9,description_V1_gemini
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,Openbare toiletten,"Op deze kaart zie je de gemeentelijke toiletvoorzieningen in de openbare ruimte, in de gemeentelijke fietsenstallingen, in onze (kantoor)gebouwen en in onze parkeergarages. De toiletten in autoparkeergarages zijn alleen te bereiken met een parkeerkaart, dus niet volledig openbaar. 

De uriliften (verzinkbare toiletvoorzieningen) zijn alleen `s nachts te gebruiken. Seizoenstoiletten zijn mobiele toiletcabines en staan er alleen in de zomermaanden. 

Mis je een gemeentelijk openbaar toilet, of vind je een fout op de kaart? Geef het dan aan ons door. We werken er aan om onze data te verbeteren. 

Alle toiletten in de stad die beschikbaar zijn voor mensen met `hoge nood`, dus óók bij horeca, politiebureaus, bibliotheken en andere semiopenbare gebouwen, zijn te vinden via de speciale Hoge Nood App. Wil je onderweg een volledig overzicht van alle toiletten die in de buurt beschikbaar zijn, dan kun je gratis deze app downloaden op je smartphone. Daarin vind je óók alle toiletten van de gemeente.",https://maps.amsterdam.nl/openbare_toiletten,PointDS,ObjectDS,"The dataset represents individual, discrete public toilet facilities located across the city. As these are identifiable real-world objects, ObjectDS is the correct classification.",,1.0,description_V1_gemini
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,Overnachtingsbeleid,[No description embedded on page],https://maps.amsterdam.nl/overnachtingsbeleid,VectorTessellation,CoverageDS,"The layer maps administrative neighbourhood boundaries with associated policy categories (SELECTIE), forming a logical partition of the study area, which fits the VectorTessellation geometry and CoverageDS entity classification.",,0.9,description_V1_gemini
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,Parkeernormen Auto,"Gebiedsindeling horende bij de Nota Parkeernormen Auto. Per gebied zijn verschillende eisen van toepassing bij nieuwbouwprojecten. 

Voor uitgebreide toelichting lees de Parkeernormen",https://maps.amsterdam.nl/parkeernormen,VectorTessellation,CoverageDS,"The layer partitions the study area into zones based on parking standards categories (A, B, C). Because it provides a complete thematic coverage for zoning, it is classified as VectorTessellation and CoverageDS.",,1.0,description_V1_gemini
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,"Stadsparken, plantsoenen en recreatief groen","In Amsterdam is het parkbezoek de laatste jaren explosief gestegen. Niet alleen bezoeken meer Amsterdammers de parken, ze doen dat ook veel vaker. Bovendien is het activiteitenpatroon veranderd: naast de traditionele activiteiten als wandelen, fietsen en van de natuur genieten, zijn daar veel en verschillende activiteiten bijgekomen als sporten, joggen, picknicken, lezen, werken, horecabezoek en het bijwonen van culturele evenementen.
Het park is een wezenlijk onderdeel van het stedelijk leven van alledag geworden. Zo wezenlijk dat de helft van de nieuwe bewoners aangeeft dat de aanwezigheid van een stadspark met deze gevarieerde mogelijkheden een belangrijke reden is geweest zich op een bepaalde plek te vestigen. Dat geldt overigens ook voor bijna de helft van de startende ondernemingen in Amsterdam. ‘Succesvolle’ parken zijn een niet te veronachtzamen vestigingsmotief geworden. Deze feitelijkheden zijn gebaseerd op de twee Grote Groenonderzoeken uit 1996 en 2008.

Op de eerste mooie lente dag in april 2011 was het Vondelpark overvol. Zo vol dat de ME er aan te pas moest komen om het Vondelpark na een grote vechtpartij te ontruimen. Dit terwijl het nabijgelegen Rembrandtpark op dat moment zo goed als leeg was. 
Hoe kunnen we deze excessen voorkomen? Parken als het Rembrandtpark en het Flevopark staan op het punt om herontdekt te worden. Hoe stimuleren we die ontwikkeling en wat is daarvoor nodig? Om antwoord te krijgen op deze vragen is het belangrijk om alle gegevens van de Amsterdamse parken op orde te hebben.

De 
Atlas Stadsparken Amsterdam >
geeft een overzicht van een aantal ruimtelijke elementen, de bereikbaarheid, de ontsluiting, de voorzieningen en gegevens uit het Grote Groen Onderzoek m.b.t. het gebruik. Het is in die zin een aanvulling op het Grote Groen Onderzoek. Juist de combinatie van alle gegevens tezamen met de beleving van de gebruikers geeft inzicht in het functioneren en het succes van een park.
Deze Atlas laat de diversiteit van de parken in de stad zien. Elk park heeft z’n eigen context zowel ruimtelijk als sociaal-economisch. De beleving van de gebruikers is per doelgroep verschillend en kan per jaar veranderen door nieuwe trends in het gebruik van parken.
Het doel van de Atlas is om professionals inzicht te geven in de beschikbare gegevens van parken. Nieuwe ontwikkelingen en aanvullingen over de Amsterdamse parken zijn welkom en kunnen worden opgenomen in de Atlas. Daarvoor kunt u contact opnemen met de bronhouder.",https://maps.amsterdam.nl/stadsparken,PlainVectorRegion,ObjectDS,"The map layer displays discrete, identifiable real-world objects (city parks and green spaces), which are classified as ObjectDS. The topology hints (low shared_boundary_ratio and low convex_hull_fill_ratio) support the classification as PlainVectorRegion rather than a tessellation.",,1.0,description_V1_gemini
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"The dataset represents administrative postcode4 areas that form a partition of the city. As these are statistical/reporting units, the entity is LatticeDS and the geometry is VectorTessellation.",,0.95,description_V1_gemini
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,VectorTessellation,LatticeDS,"The dataset represents Postcode4 areas, which function as administrative/statistical reporting units covering the study area. These units form a clear spatial tessellation with high shared boundaries, identifying them as LatticeDS.",,0.95,description_V1_gemini
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,Postcode6 en Postcode4 vlakken,"Elk adres in de BAG heeft een postcode6.
Rond elk adres is een buffertje (vlakje) gemaakt. 
Buffertjes met dezelfde postcode zijn samengevoegd tot 1 postcodevlak. 
Bij hoekpanden met adressen aan beide straatzijden overlappen soms postcodevlakken.
Soms loopt een postcodevlak in een andere straat verder.
Het kan voorkomen dat een BAG-adres een verkeerde postcode heeft.

De postcode4-gebieden volgen zoveel als mogelijk de administratieve buurtgrenzen.

De postcode6-punten MRA (1 punt per postcode6) zijn berekend als de gemiddelde coördinaat van de verblijfsobjecten, de standplaatsen en de ligplaatsen met dezelfde postcode6.",https://maps.amsterdam.nl/postcode,PlainVectorRegion,LatticeDS,"The dataset represents postcode6 areas, which serve as statistical and reporting units. Although they are polygons covering an area, the topology evidence (low shared boundary ratio and convex hull fill ratio) suggests they function more as discrete bounded zones around address clusters rather than a clean, exhaustive partition of the study area, making PlainVectorRegion the most appropriate geometry and LatticeDS the entity.",,0.9,description_V1_gemini
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,LineDS,NetworkDS,"The dataset represents a traffic network infrastructure system (Plus and Main networks) in Amsterdam, consisting of interconnected lines used for transport planning and policy prioritization.",,1.0,description_V1_gemini
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,Plusnetten en hoofdnetten infrastructuur,"Deze kaart is geactualiseerd op 3 juli 2023 n.a.v. aanpassingen aan het Beleidskader Verkeersnetten in het eerste kwartaal van 2023

Met het benoemen van Plus- en Hoofdnetten laat Amsterdam zien waar welke vervoerwijze het meeste prioriteit verdient bij de toedeling van ruimte in straten en voorrang op kruisingen. 
De wijze waarop dit gebeurt staat beschreven in het Beleidskader Verkeersnetten Amsterdam, dat op 24 januari 2018 is vastgesteld door de Gemeenteraad. 
Meer informatie over het Beleidskader is te vinden op https://www.amsterdam.nl/parkeren-verkeer/infrastructuur/verkeersnetten


Plusnetten

Gericht op het bieden van (doorstroom)kwaliteit voor grote verkeersstromen met de hoogste prioriteit als er afwegingen gemaakt moeten worden tussen netwerken.


Hoofdnetten

Gericht op het behouden van voldoende ruimte om het verkeer af te kunnen wikkelen.",https://maps.amsterdam.nl/plushoofdnetten,PlainVectorRegion,PatchDS,"The dataset represents specific selected areas (plazas and parks) defined as pedestrian zones within the traffic network policy. Topology indicators (low shared boundary ratio, low convex hull fill ratio) confirm these are discrete, non-tessellated patches rather than a full-coverage classification or administrative reporting units.",,0.9,description_V1_gemini
